Rk,Player,Age,Tm,Pos,GP▼,GC,G,A,PTS,GC,PIM,S,G,A,PTS,GC,TGF,PGF,TGA,PGA,+/-,xGF,xGA,E+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.
664,Curtis McElhinney\mcelhcu01,35,CAR,G,33,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,92,11,85,15,0,78.1,66.8,,0.0,0.0,5.6,0,,,
665,Cam Ward\wardca01,34,CHI,G,33,0,0.00,0.03,0.03,0.01,0.12,0.00,0,1,1,0,107,15,115,31,0,69.2,86.5,,0.0,0.0,4.6,0,,,
666,Taylor Hall\hallta02,27,NJD,LW,33,13,0.33,0.79,1.12,0.40,0.48,3.42,11,26,37,13,48,15,39,0,-6,29.4,19.2,10.3,3.1,0.7,3.8,1,0,1,0.0
667,Matt Luff\luffma01,21,LAK,RW,33,5,0.24,0.09,0.33,0.16,0.27,1.36,8,3,11,5,16,2,16,0,-2,10.5,14.7,-4.2,0.9,0.4,1.3,0,,,
668,Paul Ladue\laduepa01,26,LAK,D,33,2,0.06,0.09,0.15,0.06,0.36,1.00,2,3,5,2,16,0,18,2,0,14.9,16.0,-1.1,0.2,1.1,1.3,0,,,
669,Lawrence Pilut\pilutla01,23,BUF,D,33,2,0.03,0.15,0.18,0.06,0.61,1.12,1,5,6,2,22,1,29,0,-8,22.7,21.4,1.3,0.0,0.9,0.9,0,,,
670,Dylan Sikura\sikurdy01,23,CHI,C,33,2,0.00,0.24,0.24,0.06,0.00,1.58,0,8,8,2,18,1,15,0,2,16.6,15.3,1.3,-0.2,0.4,0.1,0,,,
671,Jordan Binnington\binnijo01,25,STL,G,32,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,102,19,59,13,0,84.5,57.0,,0.0,0.0,6.0,0,,,
672,Mathew Dumba\dumbama01,24,MIN,D,32,9,0.38,0.31,0.69,0.29,0.66,2.91,12,10,22,9,45,16,41,7,-5,31.3,22.7,8.6,2.5,1.7,4.2,0,,,
673,Troy Terry\terrytr01,21,ANA,C/RW,32,5,0.13,0.28,0.41,0.15,0.06,0.78,4,9,13,5,27,11,8,0,8,14.0,15.2,-1.2,0.5,0.9,1.4,3,1,2,33.3
674,Bogdan Kiselevich\kiselbo01,28,FLA,D,32,2,0.00,0.25,0.25,0.07,0.38,0.44,0,8,8,2,14,0,18,1,-3,17.6,13.5,4.0,0.2,0.8,1.0,0,,,
675,Sam Gagner\gagnesa01,29,TOT,C,32,5,0.19,0.22,0.41,0.16,0.44,2.13,6,7,13,5,21,4,23,0,-6,21.6,19.1,2.4,0.6,0.3,0.9,0,,,
676,Sammy Blais\blaissa01,22,STL,LW,32,2,0.06,0.06,0.13,0.05,0.19,0.84,2,2,4,2,12,2,11,0,-1,12.6,11.4,1.2,-0.3,0.4,0.1,1,1,0,100.0
677,Robby Fabbri\fabbrro01,23,STL,C,32,2,0.06,0.13,0.19,0.07,0.19,1.34,2,4,6,2,19,3,20,0,-4,15.8,16.4,-0.6,-0.3,0.4,0.0,0,,,
678,Charles Hudon\hudonch01,24,MTL,LW,32,2,0.09,0.06,0.16,0.07,0.50,1.56,3,2,5,2,11,2,17,0,-9,12.3,13.6,-1.2,-0.2,0.0,-0.2,0,,,
679,Michael Chaput\chapumi01,26,MTL,C,32,1,0.00,0.16,0.16,0.04,0.44,0.97,0,5,5,1,10,0,22,8,-4,8.8,10.8,-2.0,-0.5,0.2,-0.3,0,,,
680,Jack Campbell\campbja01,27,LAK,G,31,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,57,13,61,12,0,44.1,56.6,,0.0,0.0,6.3,0,,,
681,Carter Hart\hartca01,20,PHI,G,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,75,17,81,9,0,51.4,62.9,,0.0,0.0,6.2,0,,,
682,Juuse Saros\sarosju01,23,NSH,G,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,89,7,74,15,0,53.7,59.5,,0.0,0.0,5.3,0,,,
683,Brandon Pirri\pirribr01,27,VEG,C,31,8,0.39,0.19,0.58,0.27,0.19,2.65,12,6,18,8,27,5,16,0,7,18.8,13.6,5.3,1.8,0.8,2.6,2,0,2,0.0
684,Slater Koekkoek\koekksl01,24,TOT,D,31,2,0.06,0.13,0.19,0.07,0.45,1.16,2,4,6,2,26,0,29,7,4,20.9,22.0,-1.2,0.2,1.0,1.2,0,,,
685,Dryden Hunt\huntdr01,23,FLA,LW,31,3,0.10,0.23,0.32,0.11,0.26,1.71,3,7,10,4,16,1,15,0,0,13.1,12.3,0.8,0.3,0.4,0.7,0,,,
686,Corey Perry\perryco01,33,ANA,RW,31,4,0.19,0.13,0.32,0.14,0.87,1.90,6,4,10,4,13,5,24,0,-16,14.8,14.6,0.2,0.3,0.0,0.4,0,,,
687,Ondrej Kase\kaseon01,23,ANA,RW,30,8,0.37,0.30,0.67,0.28,0.07,3.13,11,9,20,8,27,4,23,0,0,18.6,14.8,3.7,1.8,0.6,2.5,1,0,1,0.0
688,Christian Wolanin\wolanch01,23,OTT,D,30,4,0.13,0.27,0.40,0.14,0.20,1.20,4,8,12,4,36,6,27,0,3,17.6,21.8,-4.2,1.0,1.3,2.3,0,,,
689,Sami Niku\nikusa01,22,WPG,D,30,1,0.03,0.10,0.13,0.05,0.07,0.63,1,3,4,1,15,0,15,0,0,14.3,18.6,-4.4,0.0,0.8,0.7,0,,,
690,Max Jones\jonesma03,20,ANA,LW,30,2,0.07,0.10,0.17,0.06,0.47,1.93,2,3,5,2,13,2,12,0,-1,15.1,15.8,-0.7,-0.4,0.5,0.1,0,,,
691,Martin Frk\frkma01,25,DET,RW,30,2,0.03,0.17,0.20,0.06,0.13,0.93,1,5,6,2,10,3,17,0,-9,7.1,11.8,-4.7,-0.1,0.0,-0.1,0,,,
692,Justin Schultz\schulju01,28,PIT,D,29,5,0.07,0.45,0.52,0.16,0.14,1.62,2,13,15,5,35,13,23,1,0,21.0,24.5,-3.4,1.0,1.0,2.0,0,,,
693,Julius Honka\honkaju01,23,DAL,D,29,1,0.00,0.14,0.14,0.04,0.34,1.31,0,4,4,1,17,0,20,1,-2,18.3,15.1,3.2,-0.1,1.0,0.9,0,,,
694,Mackenzie MacEachern\maceama01,24,STL,LW,29,2,0.10,0.07,0.17,0.07,0.34,1.14,3,2,5,2,6,0,6,0,0,9.7,6.6,3.1,0.2,0.3,0.4,0,,,
695,Teddy Blueger\bluegte01,24,PIT,C,28,4,0.21,0.14,0.36,0.15,0.54,1.18,6,4,10,4,13,0,12,6,7,9.5,10.5,-1.0,0.7,0.6,1.3,0,,,
696,Jaycob Megna\megnaja02,26,ANA,D,28,1,0.04,0.11,0.14,0.05,0.43,1.11,1,3,4,1,12,0,20,7,-1,14.2,13.4,0.8,0.0,1.0,1.0,0,,,
697,Jakob Forsbacka Karlsson\forsbja01,22,BOS,C,28,3,0.11,0.21,0.32,0.12,0.07,0.75,3,6,9,3,11,1,11,2,1,15.7,12.4,3.3,0.3,0.4,0.7,0,,,
698,Michael Dal Colle\dalcomi01,22,NYI,LW,28,3,0.11,0.14,0.25,0.10,0.07,1.21,3,4,7,3,13,0,10,0,3,15.5,11.0,4.6,0.1,0.5,0.6,0,,,
699,Valentin Zykov\zykovva01,23,TOT,LW,28,2,0.07,0.11,0.18,0.07,0.07,1.04,2,3,5,2,8,4,9,0,-5,9.1,8.7,0.4,-0.1,0.1,0.1,0,,,
700,Pheonix Copley\copleph01,27,WSH,G,27,0,0.00,0.04,0.04,0.01,0.00,0.00,0,1,1,0,81,11,74,15,0,49.0,53.8,,0.0,0.0,3.9,0,,,
701,Joonas Korpisalo\korpijo01,24,CBJ,G,27,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,66,12,67,12,0,52.7,50.2,,0.0,0.0,2.7,0,,,
702,Antti Suomela\suomean01,24,SJS,C,27,3,0.11,0.19,0.30,0.11,0.15,1.56,3,5,8,3,8,0,8,1,1,15.0,10.9,4.1,0.2,0.3,0.6,0,,,
703,Jori Lehtera\lehtejo01,31,PHI,C,27,1,0.04,0.07,0.11,0.04,1.22,0.63,1,2,3,1,6,0,20,8,-7,6.5,7.2,-0.7,-0.3,0.0,-0.3,0,,,
704,Vinni Lettieri\lettivi01,23,NYR,C,27,1,0.04,0.07,0.11,0.04,0.52,1.48,1,2,3,1,6,2,11,1,-7,10.1,11.3,-1.3,-0.4,0.1,-0.3,0,,,
705,Louis Domingue\dominlo01,26,TBL,G,26,0,0.00,0.04,0.04,0.01,0.15,0.00,0,1,1,0,107,27,75,16,0,66.4,52.5,,0.0,0.0,4.3,0,,,
706,Brian Elliott\elliobr01,33,PHI,G,26,0,0.00,0.04,0.04,0.01,0.08,0.00,0,1,1,0,68,7,69,16,0,51.8,49.7,,0.0,0.0,3.9,0,,,
707,Cory Schneider\schneco01,32,NJD,G,26,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,54,12,70,9,0,43.9,49.1,,0.0,0.0,3.4,0,,,
708,Sven Baertschi\baertsv01,26,VAN,LW,26,6,0.35,0.19,0.54,0.24,0.23,1.65,9,5,14,6,20,9,20,0,-9,11.0,14.7,-3.7,1.3,0.2,1.4,0,,,
709,Ryan Graves\gravery01,23,COL,D,26,2,0.12,0.08,0.19,0.08,0.08,1.00,3,2,5,2,14,0,12,2,4,10.7,11.9,-1.2,0.5,0.9,1.3,0,,,
710,Andrew Ladd\laddan01,33,NYI,LW,26,4,0.12,0.31,0.42,0.15,0.62,1.31,3,8,11,4,15,0,13,1,3,12.2,14.6,-2.4,0.4,0.5,1.0,0,,,
711,Jonas Siegenthaler\siegejo01,21,WSH,D,26,1,0.00,0.15,0.15,0.04,0.38,0.46,0,4,4,1,14,0,11,3,6,14.0,9.5,4.5,-0.1,1.0,1.0,0,,,
712,Andy Welinski\welinan01,25,ANA,D,26,1,0.04,0.12,0.15,0.05,0.31,1.23,1,3,4,1,14,1,18,0,-5,12.2,18.7,-6.5,0.0,0.7,0.7,0,,,
713,Brandon Sutter\suttebr03,29,VAN,C/RW,26,3,0.15,0.08,0.23,0.11,0.23,1.65,4,2,6,3,12,1,26,3,-12,9.0,18.5,-9.5,-0.2,0.1,-0.1,0,,,
714,Luke Schenn\schenlu01,29,TOT,D,26,1,0.00,0.08,0.08,0.02,0.62,1.15,0,2,2,1,7,0,19,2,-10,8.5,16.5,-8.0,-0.2,0.1,-0.1,0,,,
715,Matt Hendricks\hendrma01,37,TOT,C,26,1,0.00,0.12,0.12,0.03,0.73,0.88,0,3,3,1,5,0,9,2,-2,6.7,7.0,-0.2,-0.3,0.2,-0.1,0,,,
716,Carl Gunnarsson\gunnaca01,32,STL,D,25,3,0.12,0.16,0.28,0.11,0.24,0.84,3,4,7,3,24,0,22,6,8,17.7,13.1,4.6,0.5,1.5,2.0,0,,,
717,Aaron Dell\dellaa01,29,SJS,G,25,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,77,21,70,17,0,51.5,44.1,,0.0,0.0,1.9,0,,,
718,Dean Kukan\kukande01,25,CBJ,D,25,1,0.00,0.20,0.20,0.06,0.24,0.64,0,5,5,1,13,0,7,0,6,17.4,12.0,5.4,0.1,1.2,1.3,0,,,
719,Matt Roy\royma04,23,LAK,D,25,2,0.08,0.16,0.24,0.09,0.32,1.36,2,4,6,2,21,0,22,0,-1,14.3,17.7,-3.5,0.3,1.0,1.3,0,,,
720,Egor Yakovlev\yakoveg01,27,NJD,D,25,2,0.08,0.20,0.28,0.10,0.24,0.96,2,5,7,2,14,0,20,0,-6,12.8,15.2,-2.4,0.4,0.5,1.0,0,,,
721,Trevor Moore\mooretr01,23,TOR,LW,25,3,0.08,0.24,0.32,0.11,0.08,1.04,2,6,8,3,9,0,8,0,1,8.2,8.5,-0.3,0.4,0.2,0.6,0,,,
722,Chris Wideman\widemch01,29,TOT,D,25,2,0.08,0.20,0.28,0.10,0.72,1.08,2,5,7,2,16,6,21,0,-12,10.2,12.1,-1.9,0.5,-0.2,0.3,0,,,
723,Dillon Dube\dubedi01,20,CGY,C,25,2,0.04,0.16,0.20,0.06,0.16,0.88,1,4,5,2,9,0,9,2,2,8.6,10.9,-2.3,-0.1,0.3,0.2,0,,,
724,Andrej Sekera\sekeran01,32,EDM,D,24,1,0.00,0.17,0.17,0.05,0.25,1.17,0,4,4,1,20,1,19,3,3,15.3,14.4,0.9,-0.1,1.1,1.0,0,,,
725,Juuso Valimaki\valimju01,20,CGY,D,24,1,0.04,0.08,0.13,0.04,0.50,1.17,1,2,3,1,11,0,18,5,-2,13.6,12.7,0.9,-0.1,0.4,0.4,0,,,
726,Martin Marincin\marinma01,26,TOR,D,24,2,0.04,0.17,0.21,0.07,0.50,1.42,1,4,5,2,14,0,22,4,-4,16.7,14.0,2.6,0.2,0.3,0.4,0,,,
727,Alexandre Fortin\fortial01,21,CHI,LW,24,2,0.13,0.13,0.25,0.10,0.08,1.21,3,3,6,2,8,0,17,3,-6,11.6,14.1,-2.5,0.2,0.0,0.2,0,,,
728,Phillip Di Giuseppe\digiuph01,25,TOT,LW,24,1,0.04,0.13,0.17,0.06,0.33,1.29,1,3,4,1,7,0,10,0,-3,8.7,8.5,0.2,-0.2,0.2,0.0,0,,,
729,Andreas Martinsen\martian01,28,CHI,LW,24,1,0.04,0.13,0.17,0.06,0.58,0.88,1,3,4,1,6,0,14,3,-5,6.1,10.1,-4.1,0.0,0.0,-0.1,0,,,
730,MacKenzie Blackwood\blackma01,22,NJD,G,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,51,10,53,9,0,40.7,42.1,,0.0,0.0,4.3,0,,,
731,Jean-Sebastien Dea\deaje01,24,TOT,C,23,3,0.17,0.09,0.26,0.12,0.35,1.26,4,2,6,3,7,0,8,1,0,8.3,8.1,0.2,0.4,0.3,0.7,0,,,
732,Vladislav Kamenev\kamenvl01,22,COL,LW,23,2,0.09,0.13,0.22,0.08,0.43,0.96,2,3,5,2,10,4,11,3,-2,4.9,6.9,-1.9,0.1,0.1,0.3,0,,,
733,Zac Rinaldo\rinalza01,28,NSH,C,23,1,0.04,0.09,0.13,0.05,0.87,0.48,1,2,3,1,4,0,3,0,1,3.7,4.3,-0.6,0.0,0.2,0.2,0,,,
734,Patrik Berglund\berglpa01,30,BUF,C,23,2,0.09,0.09,0.17,0.07,0.26,1.09,2,2,4,2,7,1,13,2,-5,7.8,10.9,-3.1,-0.2,0.2,0.0,0,,,
735,Corban Knight\knighco01,28,PHI,C,23,1,0.04,0.13,0.17,0.06,0.00,0.65,1,3,4,1,4,0,12,3,-5,5.9,8.0,-2.1,-0.1,0.0,-0.1,0,,,
736,Korbinian Holzer\holzeko01,30,ANA,D,22,1,0.05,0.14,0.18,0.06,0.36,0.68,1,3,4,1,17,0,22,10,5,11.9,11.5,0.4,0.1,1.3,1.4,0,,,
737,Sam Steel\steelsa01,20,ANA,C,22,5,0.27,0.23,0.50,0.21,0.36,1.50,6,5,11,5,15,2,13,1,2,8.8,15.1,-6.3,0.8,0.5,1.3,1,0,1,0.0
738,Kurtis Gabriel\gabriku01,25,NJD,RW,22,2,0.09,0.09,0.18,0.08,2.68,0.32,2,2,4,2,6,0,6,0,0,4.0,6.3,-2.3,0.2,0.2,0.4,0,,,
739,Laurent Brossoit\brossla01,25,WPG,G,21,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,67,14,49,12,0,40.3,45.6,,0.0,0.0,4.7,0,,,
740,Malcolm Subban\subbama01,25,VEG,G,21,0,0.00,0.00,0.00,0.00,0.19,0.00,0,0,0,0,58,7,60,14,0,47.4,45.1,,0.0,0.0,2.9,0,,,
741,Alex Stalock\staloal01,31,MIN,G,21,1,0.00,0.10,0.10,0.03,0.19,0.00,0,2,2,1,37,8,53,15,0,40.6,31.6,,0.0,0.0,2.3,0,,,
742,Noah Juulsen\juulsno01,21,MTL,D,21,2,0.05,0.19,0.24,0.08,0.29,1.05,1,4,5,2,19,0,18,4,5,14.3,14.6,-0.4,0.2,1.1,1.2,0,,,
743,Josh Currie\currijo01,26,EDM,RW,21,2,0.10,0.14,0.24,0.09,0.10,0.90,2,3,5,2,7,0,5,0,2,6.3,6.3,0.0,0.2,0.3,0.5,0,,,
744,Ben Street\streebe01,31,ANA,C,21,2,0.14,0.10,0.24,0.10,0.10,0.90,3,2,5,2,6,0,16,6,-4,3.8,12.4,-8.6,0.1,0.2,0.3,0,,,
745,Philippe Myers\myersph01,22,PHI,D,21,1,0.05,0.05,0.10,0.04,0.10,1.19,1,1,2,1,10,0,17,2,-5,10.2,13.9,-3.7,-0.1,0.3,0.2,0,,,
746,Denis Gurianov\guriade01,21,DAL,RW,21,1,0.05,0.14,0.19,0.06,0.00,1.10,1,3,4,1,6,3,6,0,-3,6.3,7.4,-1.2,-0.1,0.2,0.1,0,,,
747,Michael McLeod\mcleomi01,20,NJD,C,21,1,0.00,0.14,0.14,0.04,0.62,1.00,0,3,3,1,4,0,13,1,-8,7.1,9.3,-2.1,-0.4,0.0,-0.4,0,,,
748,Ryan Miller\millery01,38,ANA,G,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,49,12,51,13,0,34.6,39.5,,0.0,0.0,3.3,0,,,
749,Garret Sparks\sparkga01,25,TOR,G,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,54,8,58,6,0,49.8,43.5,,0.0,0.0,2.8,0,,,
750,Drake Batherson\bathedr01,20,OTT,C,20,3,0.15,0.30,0.45,0.16,0.30,0.90,3,6,9,3,13,3,12,0,-2,7.6,8.4,-0.8,0.4,0.2,0.7,0,,,
751,Haydn Fleury\fleurha01,22,CAR,D,20,0,0.00,0.05,0.05,0.01,0.10,0.85,0,1,1,0,14,0,10,0,4,13.3,8.0,5.3,-0.2,0.9,0.7,0,,,
752,Peter Cehlarik\cehlape01,23,BOS,LW,20,3,0.20,0.10,0.30,0.13,0.30,1.50,4,2,6,3,11,2,6,0,3,10.5,8.4,2.2,0.3,0.4,0.7,1,0,1,0.0
753,Christian Dvorak\dvorach01,22,ARI,C,20,3,0.10,0.25,0.35,0.13,0.10,1.25,2,5,7,2,11,1,12,0,-2,10.8,11.4,-0.6,0.1,0.4,0.5,0,,,
754,Dalton Prout\proutda01,28,CGY,D,20,1,0.05,0.05,0.10,0.04,0.40,0.70,1,1,2,1,12,0,13,2,1,10.0,7.5,2.5,0.0,0.5,0.5,0,,,
755,Jake Dotchin\dotchja01,24,ANA,D,20,0,0.00,0.05,0.05,0.01,1.95,0.35,0,1,1,0,6,0,12,2,-4,6.5,12.8,-6.3,-0.2,0.3,0.1,0,,,
756,Anders Bjork\bjorkan01,22,BOS,LW,20,1,0.05,0.10,0.15,0.05,0.10,0.90,1,2,3,1,8,4,6,1,-1,6.4,7.5,-1.1,-0.3,0.3,0.0,0,,,
757,Clark Bishop\bishocl01,22,CAR,C,20,1,0.05,0.10,0.15,0.06,0.30,0.80,1,2,3,1,8,0,11,0,-3,8.0,6.7,1.3,-0.1,0.1,0.0,0,,,
758,Jordan Schmaltz\schmajo01,25,STL,D,20,1,0.00,0.10,0.10,0.03,0.10,0.55,0,2,2,1,6,0,14,1,-7,8.6,10.6,-1.9,-0.1,0.0,-0.1,0,,,
759,Nick Paul\paulni01,23,OTT,LW,20,1,0.05,0.05,0.10,0.04,0.20,1.50,1,1,2,1,4,0,14,0,-10,6.3,7.6,-1.3,-0.2,-0.2,-0.4,0,,,
760,Gavin Bayreuther\bayrega01,24,DAL,D,19,2,0.11,0.16,0.26,0.10,0.53,1.32,2,3,5,2,14,2,10,0,2,13.7,13.9,-0.2,0.3,1.1,1.4,0,,,
761,Chad Johnson\johnsch02,32,TOT,G,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,27,3,49,8,0,24.8,28.7,,0.0,0.0,0.9,0,,,
762,Connor Clifton\cliftco01,23,BOS,D,19,0,0.00,0.05,0.05,0.01,0.79,1.16,0,1,1,0,11,0,8,2,5,13.0,9.8,3.1,-0.3,1.1,0.8,0,,,
763,Jamie McGinn\mcginja01,30,FLA,LW,19,3,0.21,0.16,0.37,0.16,0.32,1.21,4,3,7,3,9,2,12,0,-5,7.8,8.9,-1.1,0.5,0.1,0.6,0,,,
764,Ian McCoshen\mccosia01,23,FLA,D,19,1,0.05,0.05,0.11,0.04,0.42,0.79,1,1,2,1,8,0,10,0,-2,7.2,9.7,-2.6,0.0,0.4,0.4,0,,,
765,Xavier Ouellet\ouellxa01,25,MTL,D,19,1,0.00,0.16,0.16,0.04,0.68,1.68,0,3,3,1,8,0,15,4,-3,14.4,10.1,4.4,-0.1,0.4,0.3,0,,,
766,John Quenneville\quennjo02,22,NJD,C,19,1,0.05,0.00,0.05,0.03,0.21,0.84,1,0,1,1,6,0,7,0,-1,7.2,9.4,-2.2,-0.4,0.3,-0.1,1,0,1,0.0
767,Blake Pietila\pietibl01,25,NJD,LW,19,0,0.00,0.05,0.05,0.01,0.32,1.16,0,1,1,0,4,0,11,0,-7,6.3,9.2,-2.8,-0.6,0.1,-0.5,0,,,
768,Anthony Stolarz\stolaan01,25,TOT,G,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,34,3,50,9,0,28.7,36.3,,0.0,0.0,2.3,0,,,
769,David Schlemko\schleda01,31,MTL,D,18,1,0.00,0.11,0.11,0.03,0.22,1.61,0,2,2,1,16,3,22,8,-1,13.0,11.7,1.3,-0.2,0.6,0.4,0,,,
770,Joel L'Esperance\lespejo01,23,DAL,RW,18,1,0.11,0.00,0.11,0.06,0.33,1.33,2,0,2,1,3,2,5,0,-4,6.5,7.7,-1.2,-0.2,0.2,0.0,0,,,
771,Nic Petan\petanni01,23,TOT,C,18,1,0.06,0.11,0.17,0.06,0.11,0.83,1,2,3,1,4,0,9,0,-5,3.8,4.7,-0.9,0.0,-0.1,0.0,0,,,
772,Chad Ruhwedel\ruhwech01,28,PIT,D,18,1,0.06,0.06,0.11,0.05,0.22,1.22,1,1,2,1,6,0,19,4,-9,10.8,10.0,0.7,-0.1,-0.2,-0.3,0,,,
773,Antti Niemi\niemian02,35,MTL,G,17,0,0.00,0.06,0.06,0.02,0.00,0.00,0,1,1,0,53,7,61,17,0,35.3,33.2,,0.0,0.0,1.7,0,,,
774,Josh Mahura\mahurjo01,20,ANA,D,17,2,0.06,0.24,0.29,0.10,0.24,1.18,1,4,5,2,12,4,8,0,0,7.5,14.9,-7.4,0.3,0.6,0.9,0,,,
775,Calvin Pickard\pickaca01,26,TOT,G,17,0,0.00,0.00,0.00,0.00,0.12,0.00,0,0,0,0,38,9,47,12,0,25.2,27.7,,0.0,0.0,0.7,0,,,
776,Jason Garrison\garrija01,34,EDM,D,17,1,0.06,0.00,0.06,0.03,0.47,0.94,1,0,1,1,7,1,8,3,1,9.3,9.1,0.2,-0.1,0.5,0.5,0,,,
777,Ross Johnston\johnsro02,24,NYI,LW,17,1,0.06,0.18,0.24,0.08,1.35,0.71,1,3,4,1,7,0,4,0,3,7.6,5.7,1.9,0.1,0.3,0.4,0,,,
778,Caleb Jones\jonesca01,21,EDM,D,17,2,0.06,0.29,0.35,0.11,0.35,1.24,1,5,6,2,13,1,24,3,-9,11.1,12.4,-1.3,0.3,0.0,0.3,0,,,
779,Ashton Sautner\sautnas01,24,VAN,D,17,0,0.00,0.06,0.06,0.02,0.12,1.24,0,1,1,0,7,0,9,0,-2,6.5,8.6,-2.0,-0.2,0.4,0.2,0,,,
780,Gemel Smith\smithge02,24,TOT,C,17,1,0.12,0.06,0.18,0.08,0.00,0.82,2,1,3,1,4,0,8,0,-4,4.2,6.6,-2.4,0.1,0.0,0.2,0,,,
781,Tomas Hyka\hykato01,25,VEG,RW,17,1,0.06,0.18,0.24,0.08,0.12,1.29,1,3,4,1,11,4,9,0,-2,9.0,6.6,2.5,0.0,0.2,0.1,0,,,
782,Kailer Yamamoto\yamamka01,20,EDM,RW,17,1,0.06,0.06,0.12,0.05,0.12,0.76,1,1,2,1,5,1,11,1,-6,9.3,8.3,0.9,-0.3,0.0,-0.3,0,,,
783,Collin Delia\deliaco01,24,CHI,G,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,49,18,50,11,0,27.5,44.1,,0.0,0.0,2.9,0,,,
784,Jeremy Lauzon\lauzoje01,21,BOS,D,16,1,0.06,0.00,0.06,0.03,0.13,0.69,1,0,1,1,3,0,9,5,-1,9.3,7.3,2.0,-0.1,0.5,0.4,0,,,
785,Joel Hanley\hanlejo01,27,DAL,D,16,0,0.00,0.00,0.00,0.00,0.13,0.56,0,0,0,0,5,0,6,1,0,10.1,6.8,3.3,-0.3,0.6,0.4,0,,,
786,Jordan Kyrou\kyroujo01,20,STL,C,16,1,0.06,0.13,0.19,0.07,0.25,1.00,1,2,3,1,4,0,5,0,-1,6.5,8.8,-2.3,0.0,0.2,0.1,0,,,
787,Brad Malone\malonbr01,29,EDM,C/LW,16,0,0.00,0.00,0.00,0.00,0.25,0.81,0,0,0,0,1,0,4,3,0,2.4,3.7,-1.3,-0.4,0.2,-0.2,0,,,
788,Remi Elie\eliere01,23,BUF,LW,16,0,0.00,0.06,0.06,0.02,0.13,0.56,0,1,1,0,1,0,7,3,-3,3.6,6.6,-3.0,-0.4,0.1,-0.3,0,,,
789,Carl Grundstrom\grundca01,21,LAK,RW,15,3,0.33,0.07,0.40,0.20,0.40,1.73,5,1,6,3,9,2,11,0,-4,8.0,7.9,0.1,0.5,0.2,0.6,0,,,
790,Erik Haula\haulaer01,27,VEG,LW,15,3,0.13,0.33,0.47,0.17,0.67,1.73,2,5,7,2,9,1,7,0,1,10.2,7.2,3.0,0.2,0.3,0.6,2,1,1,50.0
791,Nate Prosser\prossna01,32,MIN,D,15,0,0.00,0.00,0.00,0.00,0.13,0.67,0,0,0,0,3,0,2,0,1,4.7,3.3,1.3,-0.2,0.5,0.3,0,,,
792,Joseph Gambardella\gambajo01,25,EDM,C,15,1,0.00,0.20,0.20,0.05,0.13,0.47,0,3,3,1,6,0,4,0,2,2.9,4.5,-1.6,0.0,0.2,0.2,0,,,
793,A.J. Greer\greeraj01,22,COL,LW,15,1,0.07,0.07,0.13,0.05,0.93,0.60,1,1,2,1,2,0,4,0,-2,3.6,3.8,-0.2,0.0,0.0,0.1,0,,,
794,Mikhail Vorobyev\vorobmi01,22,PHI,C,15,1,0.07,0.07,0.13,0.05,0.13,0.67,1,1,2,1,6,0,6,0,0,4.1,5.5,-1.4,-0.1,0.1,0.1,0,,,
795,Isac Lundestrom\lundeis01,19,ANA,C,15,1,0.00,0.13,0.13,0.04,0.13,0.87,0,2,2,1,6,0,9,2,-1,7.4,10.0,-2.6,-0.3,0.2,-0.1,0,,,
796,Scott Wilson\wilsosc01,26,BUF,C/LW,15,1,0.00,0.20,0.20,0.05,0.27,1.67,0,3,3,1,3,0,14,3,-8,5.6,7.0,-1.4,-0.2,-0.1,-0.3,0,,,
797,Trent Frederic\fredetr01,20,BOS,C,15,0,0.00,0.00,0.00,0.00,1.00,1.27,0,0,0,0,1,1,5,1,-4,3.0,5.5,-2.4,-0.4,0.0,-0.4,0,,,
798,Luke Johnson\johnslu01,24,CHI,C,15,0,0.00,0.07,0.07,0.02,0.53,1.27,0,1,1,0,3,1,14,4,-8,5.5,8.4,-2.9,-0.4,-0.2,-0.5,0,,,
799,Michael Stone\stonemi01,28,CGY,D,14,1,0.00,0.36,0.36,0.10,0.71,0.86,0,5,5,1,9,0,14,5,0,8.0,9.4,-1.4,0.2,0.3,0.6,0,,,
800,Connor Brickley\brickco01,26,NYR,C,14,1,0.07,0.21,0.29,0.10,0.64,1.29,1,3,4,1,5,0,2,0,3,5.7,6.7,-1.1,0.2,0.3,0.4,0,,,
