Rk,Player,Age,Tm,Pos,GP▼,GC,G,A,PTS,GC,PIM,S,G,A,PTS,GC,TGF,PGF,TGA,PGA,+/-,xGF,xGA,E+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.
256,Jeff Carter\carteje01,34,LAK,C,76,13,0.17,0.26,0.43,0.17,0.55,2.29,13,20,33,13,60,22,74,16,-20,37.0,47.2,-10.1,0.8,1.1,2.0,0,,,
257,Jason Spezza\spezzja01,35,DAL,C,76,9,0.11,0.25,0.36,0.12,0.38,1.59,8,19,27,10,52,27,39,1,-13,33.4,32.2,1.2,0.7,1.0,1.7,1,0,1,0.0
258,Chris Wagner\wagnech01,27,BOS,C,76,8,0.16,0.09,0.25,0.11,0.67,1.78,12,7,19,8,33,0,41,11,3,35.4,35.6,-0.3,0.2,1.4,1.6,0,,,
259,Erik Gudbranson\gudbrer01,27,TOT,D,76,3,0.03,0.11,0.13,0.04,1.14,1.24,2,8,10,3,49,0,93,24,-20,47.8,59.7,-11.9,-0.5,1.6,1.1,0,,,
260,Pierre-Edouard Bellemare\bellepi01,33,VEG,LW,76,6,0.08,0.12,0.20,0.08,0.08,1.42,6,9,15,6,32,0,48,18,2,39.6,32.7,6.9,-0.5,1.2,0.7,0,,,
261,Seth Jones\jonesse01,24,CBJ,D,75,15,0.12,0.49,0.61,0.20,0.37,2.45,9,37,46,15,107,14,108,16,1,73.6,74.7,-1.2,3.3,4.2,7.5,0,,,
262,Joe Pavelski\paveljo01,34,SJS,C,75,27,0.51,0.35,0.85,0.36,0.29,2.51,38,26,64,28,96,36,74,10,-4,62.8,49.7,13.1,6.1,1.2,7.3,3,0,3,0.0
263,Evander Kane\kaneev01,27,SJS,LW,75,23,0.40,0.35,0.75,0.31,2.04,3.57,30,26,56,23,89,20,77,3,-4,60.9,51.1,9.9,4.7,1.1,5.8,0,,,
264,Mikhail Sergachev\sergami01,20,TBL,D,75,10,0.08,0.35,0.43,0.14,0.37,1.71,6,26,32,10,74,11,56,4,12,56.2,47.8,8.4,2.2,3.0,5.1,0,,,
265,J.T. Miller\millejt01,25,TBL,C,75,16,0.17,0.45,0.63,0.22,0.40,1.44,13,34,47,16,85,38,39,0,8,40.1,32.9,7.3,2.9,1.2,4.2,2,2,0,100.0
266,Colton Sissons\sissoco01,25,NSH,C,75,12,0.20,0.20,0.40,0.17,0.31,1.47,15,15,30,12,60,9,49,18,20,36.6,35.8,0.8,1.2,2.1,3.3,0,,,
267,Mike Matheson\mathemi01,24,FLA,D,75,9,0.11,0.25,0.36,0.13,0.59,1.72,8,19,27,10,74,10,110,22,-24,58.7,67.2,-8.4,1.4,1.8,3.2,0,,,
268,Richard Panik\panikri01,27,ARI,RW,75,13,0.19,0.25,0.44,0.18,0.59,1.87,14,19,33,13,57,8,64,12,-3,46.0,42.7,3.2,1.4,1.8,3.2,1,0,1,0.0
269,Troy Brouwer\brouwtr01,33,FLA,RW,75,9,0.16,0.12,0.28,0.12,0.63,1.15,12,9,21,9,32,1,49,12,-6,27.7,31.3,-3.6,0.6,0.9,1.5,0,,,
270,Filip Chytil\chytifi01,19,NYR,C,75,9,0.15,0.16,0.31,0.12,0.11,1.77,11,12,23,9,38,13,47,0,-22,39.0,42.1,-3.1,0.5,0.4,0.9,2,0,2,0.0
271,Alexander Wennberg\wennbal01,24,CBJ,C,75,7,0.03,0.31,0.33,0.10,0.16,0.85,2,23,25,7,51,11,48,6,-1,38.3,42.1,-3.8,-0.4,1.2,0.8,0,,,
272,Mikko Rantanen\rantami01,22,COL,RW,74,32,0.42,0.76,1.18,0.44,0.73,2.61,31,56,87,32,120,45,62,0,13,64.5,53.5,11.1,7.7,2.2,9.8,2,2,0,100.0
273,Zach Parise\parisza01,34,MIN,LW,74,24,0.38,0.45,0.82,0.32,0.35,3.09,28,33,61,24,84,25,73,12,-2,45.9,41.8,4.1,5.0,1.9,6.9,5,1,4,20.0
274,Alex Tuch\tuchal01,22,VEG,RW,74,20,0.27,0.43,0.70,0.27,0.11,2.43,20,32,52,20,80,20,47,0,13,54.9,45.1,9.8,4.0,1.9,5.9,2,1,1,50.0
275,Reilly Smith\smithre01,27,VEG,RW,74,20,0.26,0.46,0.72,0.27,0.19,2.41,19,34,53,20,83,23,56,9,13,46.0,40.4,5.6,3.6,2.0,5.7,0,,,
276,Kyle Palmieri\palmiky01,27,NJD,RW,74,21,0.36,0.31,0.68,0.29,0.57,3.03,27,23,50,21,84,27,67,1,-9,48.3,41.6,6.7,4.1,1.5,5.6,6,2,4,33.3
277,Johnny Boychuk\boychjo01,35,NYI,D,74,6,0.04,0.22,0.26,0.08,0.34,2.12,3,16,19,6,60,3,66,18,10,52.1,56.8,-4.6,0.5,4.0,4.5,0,,,
278,Anthony Duclair\duclaan01,23,TOT,LW,74,14,0.26,0.19,0.45,0.19,0.19,1.78,19,14,33,14,49,11,41,0,-2,33.9,42.7,-8.8,2.6,1.0,3.6,0,,,
279,Josh Manson\mansojo01,27,ANA,D,74,5,0.04,0.18,0.22,0.07,0.84,1.30,3,13,16,5,54,0,88,26,-8,48.2,64.1,-15.8,-0.1,3.6,3.5,0,,,
280,Braydon Coburn\coburbr01,33,TBL,D,74,7,0.05,0.26,0.31,0.10,0.46,1.53,4,19,23,7,52,0,60,12,4,51.1,45.9,5.2,1.2,2.1,3.4,0,,,
281,Calvin de Haan\dehaaca01,27,CAR,D,74,4,0.01,0.18,0.19,0.06,0.27,1.38,1,13,14,4,49,1,68,21,1,53.0,44.9,8.1,-0.1,3.2,3.1,0,,,
282,Cody Ceci\cecico01,25,OTT,D,74,9,0.09,0.26,0.35,0.12,0.24,1.78,7,19,26,9,69,3,113,25,-22,57.4,72.1,-14.7,1.2,1.9,3.1,0,,,
283,Oskar Sundqvist\sundqos01,24,STL,C,74,12,0.19,0.23,0.42,0.16,0.30,1.53,14,17,31,12,39,3,50,13,-1,34.9,34.0,0.8,1.7,1.3,2.9,0,,,
284,Deryk Engelland\engelde01,36,VEG,D,74,4,0.03,0.14,0.16,0.05,0.24,1.42,2,10,12,4,49,0,84,32,-3,50.1,59.3,-9.2,-0.4,2.9,2.5,0,,,
285,Patrik Nemeth\nemetpa01,26,COL,D,74,3,0.01,0.12,0.14,0.04,0.72,0.77,1,9,10,3,44,0,61,23,5,40.6,41.3,-0.7,-0.4,2.7,2.3,0,,,
286,Pat Maroon\maroopa01,30,STL,LW,74,10,0.14,0.24,0.38,0.14,0.86,1.59,10,18,28,10,59,21,41,0,-3,44.3,31.9,12.3,0.9,1.2,2.1,0,,,
287,Evan Rodrigues\rodriev01,25,BUF,C,74,10,0.12,0.27,0.39,0.14,0.34,2.27,9,20,29,10,52,10,63,14,-7,39.4,39.6,-0.2,0.5,1.2,1.8,0,,,
288,Tyler Motte\mottety01,23,VAN,C,74,7,0.12,0.09,0.22,0.09,0.14,1.54,9,7,16,7,26,0,49,11,-12,27.8,36.0,-8.2,-0.1,0.7,0.7,0,,,
289,Marcus Kruger\krugema01,28,CHI,C,74,4,0.05,0.11,0.16,0.06,0.41,1.00,4,8,12,4,23,0,45,20,-2,21.8,27.1,-5.4,-0.6,0.6,0.0,0,,,
290,Gabriel Landeskog\landega01,26,COL,LW,73,30,0.47,0.56,1.03,0.41,0.70,3.33,34,41,75,30,121,44,62,2,17,65.2,55.4,9.8,6.7,2.3,9.0,4,0,4,0.0
291,Brett Pesce\pescebr01,24,CAR,D,73,10,0.10,0.30,0.40,0.14,0.33,1.34,7,22,29,10,76,1,60,20,35,61.7,46.3,15.4,1.8,6.1,7.9,0,,,
292,Matt Duchene\duchema01,28,TOT,C,73,27,0.42,0.53,0.96,0.37,0.11,2.36,31,39,70,28,102,25,80,2,-3,57.0,53.1,3.9,6.2,1.4,7.7,0,,,
293,Tyler Bertuzzi\bertuty01,23,DET,LW,73,18,0.29,0.36,0.64,0.25,0.49,1.79,21,26,47,19,75,14,49,0,11,44.6,51.7,-7.0,3.5,1.7,5.2,1,0,1,0.0
294,Andreas Johnsson\johnsan01,24,TOR,LW,73,17,0.27,0.32,0.59,0.23,0.44,1.78,20,23,43,17,64,10,41,0,14,44.6,39.0,5.6,3.6,1.4,4.9,0,,,
295,Joe Thornton\thornjo01,39,SJS,C,73,18,0.22,0.48,0.70,0.25,0.27,1.23,16,35,51,18,76,22,45,0,8,49.3,36.1,13.2,3.5,1.4,4.8,0,,,
296,Jakob Silfverberg\silfvja01,28,ANA,LW,73,18,0.33,0.26,0.59,0.25,0.38,2.23,24,19,43,18,56,19,64,18,-9,37.2,44.2,-7.0,3.3,1.3,4.7,2,0,2,0.0
297,Casey Cizikas\cizikca01,27,NYI,C,73,14,0.27,0.18,0.45,0.20,0.49,1.52,20,13,33,14,44,0,45,23,22,35.6,31.5,4.1,2.5,2.1,4.6,0,,,
298,Alex Chiasson\chiasal01,28,EDM,RW,73,16,0.30,0.22,0.52,0.22,0.44,1.68,22,16,38,16,73,31,49,6,-1,38.0,40.4,-2.4,2.6,1.4,4.0,3,1,2,33.3
299,Nazem Kadri\kadrina01,28,TOR,C,73,16,0.22,0.38,0.60,0.22,0.59,2.52,16,28,44,16,73,28,47,0,-2,48.8,43.8,5.0,2.8,0.9,3.7,0,,,
300,Nick Foligno\foligni01,31,CBJ,LW,73,14,0.23,0.25,0.48,0.20,0.60,1.93,17,18,35,14,74,17,50,5,12,47.2,46.3,0.9,1.7,1.9,3.6,0,,,
301,Neal Pionk\pionkne01,23,NYR,D,73,9,0.08,0.27,0.36,0.12,0.48,1.81,6,20,26,9,68,19,97,32,-16,45.0,59.3,-14.3,1.3,2.0,3.4,0,,,
302,Scott Harrington\harrisc01,25,CBJ,D,73,5,0.03,0.21,0.23,0.07,0.32,0.74,2,15,17,5,41,0,39,4,6,41.0,40.9,0.1,0.8,2.5,3.3,0,,,
303,Jason Pominville\pominja01,36,BUF,RW,73,13,0.22,0.21,0.42,0.17,0.05,1.84,16,15,31,13,46,4,47,0,-4,38.6,35.1,3.5,2.2,1.0,3.2,3,1,2,33.3
304,Kevin Shattenkirk\shattke01,30,NYR,D,73,8,0.03,0.36,0.38,0.11,0.27,2.03,2,26,28,8,56,12,61,3,-15,51.0,50.7,0.3,1.3,1.8,3.1,8,5,3,62.5
305,Brian Boyle\boylebr01,34,TOT,C,73,12,0.25,0.08,0.33,0.16,0.52,1.68,18,6,24,11,54,21,62,15,-14,29.1,27.0,2.1,1.6,0.7,2.3,0,,,
306,Cal Clutterbuck\cluttca01,31,NYI,RW,73,8,0.11,0.21,0.32,0.12,0.60,1.30,8,15,23,8,36,4,50,24,6,32.6,26.3,6.3,0.3,1.5,1.7,0,,,
307,Johan Larsson\larssjo02,26,BUF,LW/C,73,5,0.08,0.11,0.19,0.07,0.51,1.08,6,8,14,5,28,0,56,20,-8,30.2,34.5,-4.3,-0.9,1.0,0.1,0,,,
308,Brayden Schenn\schenbr01,27,STL,C,72,19,0.24,0.51,0.75,0.27,0.56,2.21,17,37,54,19,82,21,63,5,3,64.5,46.8,17.7,3.4,1.8,5.2,1,0,1,0.0
309,Dustin Brown\browndu01,34,LAK,RW,72,20,0.31,0.40,0.71,0.28,0.33,2.50,22,29,51,20,79,25,87,16,-17,47.1,54.5,-7.4,3.3,1.4,4.7,4,0,4,0.0
310,Brandon Carlo\carlobr01,22,BOS,D,72,3,0.03,0.11,0.14,0.04,0.65,1.61,2,8,10,3,56,1,59,26,22,52.3,45.7,6.6,-0.6,5.0,4.3,0,,,
311,Vinnie Hinostroza\hinosvi01,24,ARI,C,72,15,0.22,0.32,0.54,0.21,0.19,2.11,16,23,39,15,47,7,46,2,-4,41.0,42.8,-1.8,2.7,1.5,4.2,4,2,2,50.0
312,Alex Galchenyuk\galchal01,24,ARI,C,72,17,0.26,0.31,0.57,0.23,0.47,2.21,19,22,41,16,56,27,48,0,-19,36.4,45.8,-9.4,3.1,1.0,4.1,6,3,3,50.0
313,Valtteri Filppula\filppva01,34,NYI,C,72,13,0.24,0.19,0.43,0.18,0.22,1.08,17,14,31,13,47,3,34,9,19,33.0,41.0,-8.0,2.0,2.0,3.9,3,0,3,0.0
314,Bryan Rust\rustbr01,26,PIT,RW,72,14,0.25,0.24,0.49,0.20,0.33,1.96,18,17,35,14,56,0,60,14,10,43.6,44.7,-1.1,2.1,1.6,3.7,0,,,
315,Kris Russell\russekr01,31,EDM,D,72,5,0.04,0.18,0.22,0.07,0.38,0.88,3,13,16,5,59,0,81,27,5,54.1,51.4,2.7,0.1,3.5,3.7,0,,,
316,Derek Stepan\stepade01,28,ARI,C,72,14,0.21,0.28,0.49,0.19,0.19,2.71,15,20,35,14,62,16,61,13,-2,45.3,44.0,1.3,1.3,2.0,3.3,0,,,
317,Marc-Edouard Vlasic\vlasima01,31,SJS,D,72,7,0.04,0.31,0.35,0.10,0.14,1.39,3,22,25,8,72,7,96,24,-6,55.6,58.5,-3.0,0.9,2.3,3.2,0,,,
318,Tyler Bozak\bozakty01,32,STL,C,72,14,0.18,0.35,0.53,0.19,0.28,1.96,13,25,38,14,58,19,57,15,-3,38.9,35.5,3.4,1.8,1.4,3.2,5,3,2,60.0
319,Kyle Clifford\cliffky01,28,LAK,LW,72,9,0.15,0.14,0.29,0.12,1.33,1.60,11,10,21,9,29,1,25,1,4,29.0,28.7,0.2,1.2,1.2,2.3,0,,,
320,Frans Nielsen\nielsfr01,34,DET,C,72,12,0.14,0.35,0.49,0.17,0.19,1.67,10,25,35,12,58,13,65,13,-7,33.0,42.0,-9.1,1.2,1.1,2.2,7,1,6,14.3
321,Nolan Patrick\patrino01,20,PHI,C,72,12,0.18,0.25,0.43,0.16,0.38,1.60,13,18,31,12,47,7,47,0,-8,36.8,39.9,-3.1,1.3,0.9,2.2,3,2,1,66.7
322,Eric Fehr\fehrer01,33,MIN,RW,72,6,0.10,0.11,0.21,0.08,0.42,0.93,7,8,15,6,21,0,42,13,-8,21.6,21.9,-0.3,0.0,0.8,0.8,0,,,
323,Noel Acciari\acciano01,27,BOS,C,72,5,0.08,0.11,0.19,0.07,0.65,1.38,6,8,14,5,23,0,37,11,-3,31.4,28.6,2.8,-0.6,1.0,0.4,0,,,
324,Zemgus Girgensons\girgeze01,25,BUF,C,72,6,0.07,0.18,0.25,0.09,0.24,1.08,5,13,18,6,26,0,55,18,-11,28.5,33.8,-5.3,-0.4,0.8,0.4,0,,,
325,Elias Pettersson\petteel01,20,VAN,C,71,26,0.39,0.54,0.93,0.37,0.17,2.03,28,38,66,26,85,31,53,1,3,40.9,43.6,-2.8,6.0,1.7,7.8,10,3,7,30.0
326,Alex Pietrangelo\pietral01,29,STL,D,71,15,0.18,0.39,0.58,0.21,0.31,2.37,13,28,41,15,101,28,92,21,2,66.4,57.6,8.8,3.3,4.0,7.3,0,,,
327,Kevin Hayes\hayeske01,26,TOT,RW,71,20,0.27,0.51,0.77,0.28,0.17,2.20,19,36,55,20,72,18,69,13,-2,49.1,37.9,11.2,3.8,1.4,5.3,0,,,
328,Michal Kempny\kempnmi01,28,WSH,D,71,8,0.08,0.27,0.35,0.12,0.85,1.56,6,19,25,8,78,0,68,13,24,54.5,60.1,-5.6,1.4,3.9,5.3,0,,,
329,Micheal Ferland\ferlami01,26,CAR,LW,71,16,0.24,0.32,0.56,0.22,0.82,2.20,17,23,40,16,66,20,33,0,13,39.4,34.8,4.6,3.0,1.7,4.7,0,,,
330,Jordan Oesterle\oestejo01,26,ARI,D,71,7,0.08,0.20,0.28,0.10,0.17,1.08,6,14,20,7,59,10,57,5,-3,45.3,50.7,-5.4,1.1,3.6,4.6,0,,,
331,Zach Hyman\hymanza01,26,TOR,C,71,17,0.30,0.28,0.58,0.24,0.92,2.03,21,20,41,17,73,2,75,21,16,62.7,52.9,9.8,2.8,1.6,4.5,0,,,
332,Brady Tkachuk\tkachbr01,19,OTT,LW,71,18,0.31,0.32,0.63,0.25,1.06,3.01,22,23,45,18,67,17,60,0,-10,45.5,40.8,4.7,3.5,0.9,4.4,0,,,
333,Victor Mete\metevi01,20,MTL,D,71,3,0.00,0.18,0.18,0.05,0.08,0.92,0,13,13,4,57,1,44,5,17,58.6,48.0,10.5,-0.2,3.7,3.5,0,,,
334,Ben Lovejoy\lovejbe01,34,TOT,D,71,3,0.03,0.10,0.13,0.04,0.52,1.34,2,7,9,3,40,0,61,19,-1,42.1,40.6,1.5,-0.4,3.0,2.7,0,,,
335,Colin White\whiteco02,22,OTT,C,71,15,0.20,0.38,0.58,0.21,0.34,1.73,14,27,41,15,62,19,70,3,-24,40.7,40.5,0.2,2.3,0.4,2.6,0,,,
336,Ian Cole\coleia01,29,COL,D,71,5,0.03,0.18,0.21,0.07,1.62,1.15,2,13,15,5,56,0,91,32,-1,50.3,50.2,0.1,0.0,2.6,2.6,0,,,
337,Dominik Simon\simondo01,24,PIT,C,71,10,0.11,0.28,0.39,0.14,0.25,1.70,8,20,28,10,46,7,30,0,8,44.6,29.5,15.1,1.0,1.3,2.3,0,,,
338,Nick Seeler\seeleni01,25,MIN,D,71,2,0.03,0.07,0.10,0.03,0.90,0.94,2,5,7,2,28,0,35,3,-4,27.9,27.3,0.6,-0.2,2.2,2.0,0,,,
339,Sam Bennett\bennesa01,22,CGY,C,71,11,0.18,0.20,0.38,0.15,1.31,1.62,13,14,27,11,45,10,43,2,-6,39.8,32.7,7.1,1.3,0.6,1.9,0,,,
340,Mikkel Boedker\boedkmi01,29,OTT,RW,71,11,0.10,0.39,0.49,0.16,0.08,1.24,7,28,35,11,58,16,66,0,-23,31.7,47.6,-15.9,1.4,0.2,1.6,0,,,
341,Sean Kuraly\kuralse01,26,BOS,C,71,8,0.11,0.18,0.30,0.11,0.54,1.89,8,13,21,8,27,0,33,12,6,36.8,35.0,1.8,0.2,1.4,1.6,0,,,
342,Matt Cullen\cullema01,42,PIT,C,71,7,0.10,0.18,0.28,0.10,0.20,1.23,7,13,20,7,32,0,47,21,6,26.7,30.0,-3.4,0.4,1.1,1.5,0,,,
343,Christian Fischer\fischch01,21,ARI,RW,71,8,0.15,0.10,0.25,0.11,0.38,1.63,11,7,18,8,31,8,35,0,-13,30.4,32.6,-2.3,0.4,0.9,1.3,0,,,
344,Justin Abdelkader\abdelju01,31,DET,LW,71,7,0.08,0.18,0.27,0.10,0.54,1.34,6,13,19,7,33,5,56,14,-14,33.0,45.1,-12.2,-0.5,0.7,0.1,2,0,2,0.0
345,Alexander Radulov\radulal01,32,DAL,RW,70,27,0.41,0.61,1.03,0.39,0.77,2.99,29,43,72,28,105,34,50,1,22,66.3,49.4,16.9,6.2,2.8,9.1,3,0,3,0.0
346,Victor Hedman\hedmavi01,28,TBL,D,70,18,0.17,0.60,0.77,0.25,0.63,2.60,12,42,54,18,125,45,70,13,24,57.3,53.3,4.0,4.7,4.3,8.9,5,4,1,80.0
347,Thomas Chabot\chaboth01,22,OTT,D,70,18,0.20,0.59,0.79,0.26,0.46,2.64,14,41,55,19,116,26,105,3,-12,69.9,72.1,-2.2,4.8,2.7,7.5,1,0,1,0.0
348,Nikita Zadorov\zadorni01,23,COL,D,70,6,0.10,0.10,0.20,0.08,1.07,1.43,7,7,14,6,52,0,50,18,19,50.0,46.6,3.4,0.7,3.8,4.4,0,,,
349,Matt Benning\bennima01,24,EDM,D,70,6,0.07,0.17,0.24,0.09,0.47,1.34,5,12,17,6,52,2,51,12,11,40.0,37.5,2.5,0.9,3.1,4.0,0,,,
350,Robert Thomas\thomaro01,19,STL,C,70,11,0.13,0.34,0.47,0.16,0.20,1.14,9,24,33,11,47,12,40,3,-2,37.5,29.6,7.9,1.7,1.1,2.7,1,0,1,0.0
351,Mathieu Joseph\josepma01,21,TBL,RW,70,11,0.19,0.19,0.37,0.15,0.37,1.36,13,13,26,11,40,1,35,1,5,34.9,29.5,5.4,1.7,0.9,2.5,0,,,
352,Jake Virtanen\virtaja01,22,VAN,RW,70,11,0.21,0.14,0.36,0.16,0.63,2.20,15,10,25,11,40,6,38,0,-4,30.7,47.3,-16.6,1.2,1.2,2.4,0,,,
353,Mark Pysyk\pysykma01,27,FLA,D,70,3,0.01,0.14,0.16,0.05,0.37,0.91,1,10,11,3,53,1,69,16,-1,42.9,49.7,-6.9,-0.4,2.7,2.3,0,,,
354,Tyson Jost\jostty01,20,COL,C,70,10,0.16,0.21,0.37,0.14,0.20,1.63,11,15,26,10,43,12,32,0,-2,30.4,32.9,-2.5,1.2,0.9,2.1,0,,,
355,Zack Smith\smithza01,30,OTT,C,70,10,0.13,0.27,0.40,0.14,1.16,1.44,9,19,28,10,39,0,60,14,-6,35.9,44.5,-8.6,0.5,1.1,1.5,0,,,
356,David Backes\backeda01,34,BOS,C,70,7,0.10,0.19,0.29,0.10,0.44,1.84,7,13,20,7,41,17,27,3,0,28.9,28.7,0.2,0.1,1.1,1.3,2,1,1,50.0
357,Derick Brassard\brassde01,31,TOT,C,70,10,0.20,0.13,0.33,0.14,0.56,1.57,14,9,23,10,44,13,51,1,-19,34.2,46.8,-12.6,0.8,0.4,1.2,0,,,
358,Frederik Gauthier\gauthfr01,23,TOR,C,70,5,0.04,0.16,0.20,0.07,0.17,0.66,3,11,14,5,24,0,23,2,3,17.9,20.2,-2.3,0.1,0.6,0.7,0,,,
359,Joakim Nordstrom\nordsjo02,26,BOS,C,70,5,0.10,0.07,0.17,0.07,0.19,1.47,7,5,12,5,26,0,39,13,0,26.6,33.6,-7.0,-0.7,1.2,0.4,0,,,
360,Kyle Brodziak\brodzky01,34,EDM,C,70,4,0.09,0.04,0.13,0.06,0.47,1.06,6,3,9,4,18,0,49,17,-14,21.1,28.6,-7.5,-0.8,0.4,-0.4,0,,,
361,Brock Boeser\boesebr01,21,VAN,RW,69,23,0.38,0.43,0.81,0.33,0.32,3.03,26,30,56,22,87,27,62,0,-2,45.8,46.9,-1.1,4.7,1.6,6.3,9,2,7,22.2
362,T.J. Oshie\oshietj01,32,WSH,C/RW,69,21,0.36,0.42,0.78,0.31,0.52,2.07,25,29,54,22,95,36,60,7,5,41.1,39.2,1.9,4.3,1.4,5.6,5,2,3,40.0
363,Nico Hischier\hischni01,20,NJD,C,69,18,0.25,0.43,0.68,0.26,0.35,2.32,17,30,47,17,80,24,57,1,0,52.2,38.7,13.6,3.1,1.7,4.8,3,0,3,0.0
364,Travis Hamonic\hamontr01,28,CGY,D,69,7,0.10,0.17,0.28,0.10,0.48,1.86,7,12,19,7,82,1,81,21,21,61.0,51.9,9.2,0.8,3.8,4.7,0,,,
365,Rickard Rakell\rakelri01,25,ANA,RW,69,17,0.26,0.36,0.62,0.24,0.39,2.81,18,25,43,17,67,22,60,2,-13,44.3,50.4,-6.1,2.6,1.2,3.9,4,1,3,25.0
366,Patric Hornqvist\hornqpa01,32,PIT,RW,69,15,0.26,0.28,0.54,0.22,0.38,2.86,18,19,37,15,77,36,44,0,-3,40.6,34.1,6.6,2.5,1.0,3.6,0,,,
367,Andrew Copp\coppan01,24,WPG,C,69,10,0.16,0.20,0.36,0.14,0.09,1.19,11,14,25,10,39,0,32,13,20,31.9,27.9,4.0,1.3,1.6,2.9,0,,,
368,Ben Hutton\huttobe01,25,VAN,D,69,7,0.07,0.22,0.29,0.10,0.62,1.65,5,15,20,7,54,11,83,17,-23,48.1,65.7,-17.6,0.7,2.0,2.7,0,,,
369,Jaden Schwartz\schwaja01,26,STL,C,69,13,0.16,0.36,0.52,0.18,0.23,2.65,11,25,36,13,57,14,52,3,-6,52.2,39.5,12.7,1.2,1.4,2.6,0,,,
370,Vladimir Sobotka\sobotvl01,31,BUF,C,69,5,0.07,0.12,0.19,0.07,0.38,1.03,5,8,13,5,25,0,58,13,-20,22.9,42.4,-19.4,-0.9,0.5,-0.4,1,0,1,0.0
371,Auston Matthews\matthau01,21,TOR,C,68,30,0.54,0.53,1.07,0.44,0.18,3.69,37,36,73,30,92,27,74,0,-9,60.2,54.3,5.9,7.6,0.7,8.3,2,1,1,50.0
372,Evgeni Malkin\malkiev01,32,PIT,C,68,25,0.31,0.75,1.06,0.37,1.31,2.75,21,51,72,25,91,40,77,1,-25,53.7,45.4,8.4,5.8,0.4,6.2,3,0,3,0.0
373,Jake Debrusk\debruja01,22,BOS,LW,68,19,0.40,0.22,0.62,0.27,0.26,2.29,27,15,42,19,74,31,43,2,2,40.3,33.5,6.7,3.8,1.4,5.2,5,1,4,20.0
374,Josh Archibald\archijo01,26,ARI,RW,68,10,0.18,0.15,0.32,0.14,0.22,1.35,12,10,22,9,34,0,43,10,1,27.6,34.2,-6.5,1.0,1.4,2.4,0,,,
375,Brendan Perlini\perlibr01,22,TOT,LW,68,9,0.21,0.10,0.31,0.14,0.41,1.72,14,7,21,10,29,5,41,0,-17,28.2,39.1,-10.9,1.3,0.2,1.5,0,,,
376,Tomas Nosek\nosekto01,26,VEG,C,68,7,0.12,0.13,0.25,0.10,0.26,1.71,8,9,17,7,28,1,47,10,-10,32.9,27.5,5.4,0.2,0.6,0.8,0,,,
377,Ryan Carpenter\carpery01,28,VEG,C,68,6,0.07,0.19,0.26,0.09,0.12,1.50,5,13,18,6,32,0,50,12,-6,34.2,30.0,4.2,0.0,0.8,0.7,0,,,
378,Devan Dubnyk\dubnyde01,32,MIN,G,67,1,0.00,0.03,0.03,0.01,0.03,0.00,0,2,2,1,168,40,162,28,0,128.2,117.6,,0.0,0.0,11.1,0,,,
379,Anthony Mantha\manthan01,24,DET,RW,67,20,0.37,0.34,0.72,0.30,0.45,2.96,25,23,48,20,69,20,56,0,-8,48.0,44.0,4.1,4.0,1.0,5.0,0,,,
380,Ryan Getzlaf\getzlry01,33,ANA,C,67,17,0.21,0.51,0.72,0.25,0.87,1.99,14,34,48,17,64,13,74,4,-19,45.0,49.7,-4.6,2.6,1.0,3.7,3,1,2,33.3
381,Jason Dickinson\dickija01,23,DAL,C,67,8,0.09,0.24,0.33,0.11,0.34,1.40,6,16,22,8,31,0,31,9,9,35.1,32.6,2.5,0.3,1.6,1.9,0,,,
382,Matt Martin\martima02,29,NYI,LW,67,5,0.09,0.12,0.21,0.08,0.79,0.93,6,8,14,5,24,0,21,2,5,26.3,27.2,-0.9,-0.1,1.1,1.0,0,,,
383,Michael Raffl\rafflmi01,30,PHI,LW,67,6,0.09,0.18,0.27,0.10,0.48,0.97,6,12,18,7,31,0,37,5,-1,24.2,29.2,-4.9,0.2,0.8,1.0,0,,,
384,Dion Phaneuf\phanedi01,33,LAK,D,67,2,0.01,0.07,0.09,0.03,0.79,1.19,1,5,6,2,32,1,60,9,-21,32.6,38.6,-5.9,-0.5,0.9,0.4,0,,,
385,Tobias Rieder\riedeto01,26,EDM,C,67,3,0.00,0.16,0.16,0.04,0.12,1.37,0,11,11,3,13,2,31,12,-8,24.8,27.4,-2.6,-1.3,0.7,-0.6,0,,,
386,Carey Price\priceca01,31,MTL,G,66,0,0.00,0.02,0.02,0.00,0.03,0.00,0,1,1,0,186,23,161,29,0,152.9,133.3,,0.0,0.0,12.5,0,,,
387,David Pastrnak\pastrda01,22,BOS,RW,66,32,0.58,0.65,1.23,0.48,0.48,3.56,38,43,81,32,108,45,59,2,6,47.4,41.4,6.0,8.4,1.7,10.2,3,0,3,0.0
388,James van Riemsdyk\vanrija01,29,PHI,LW,66,20,0.41,0.32,0.73,0.30,0.27,2.53,27,21,48,20,72,22,60,0,-10,36.4,43.4,-7.0,4.4,0.8,5.2,3,0,3,0.0
389,Max Pacioretty\pacioma01,30,VEG,LW,66,17,0.33,0.27,0.61,0.26,0.55,2.89,22,18,40,17,58,17,56,2,-13,48.9,45.3,3.6,3.3,0.8,4.1,1,0,1,0.0
390,Matt Grzelcyk\grzelma01,25,BOS,D,66,6,0.05,0.23,0.27,0.09,1.03,1.36,3,15,18,6,58,15,37,3,9,44.4,48.8,-4.4,0.6,3.5,4.0,0,,,
