Rk,Player,Tm,Pos,Shift,GP▼,,TOI,CF% Rel,GF/60,GA/60,,TOI,CF% Rel,GF/60,GA/60,,TOI,CF% Rel,GF/60,GA/60
338,Micheal Ferland\ferlami01,CAR,LW,0:51,71,,12:07,-1.2,3.2,2.1,,1:56,-1.9,8.7,1.3,,0:01,22.8,0.0,0.0
339,Mikkel Boedker\boedkmi01,OTT,RW,0:38,71,,12:07,-4.4,2.9,4.5,,1:53,-9.6,7.2,0.9,,0:01,66.0,0.0,0.0
340,Nick Seeler\seeleni01,MIN,D,0:40,71,,11:31,-4.0,2.1,2.4,,0:01,-36.2,0.0,0.0,,0:46,6.0,0.0,3.3
341,Sam Bennett\bennesa01,CGY,C,0:34,71,,11:33,-0.2,2.6,2.9,,1:32,-1.7,5.5,1.1,,0:11,4.2,0.0,8.8
342,Sean Kuraly\kuralse01,BOS,C,0:56,71,,12:24,-4.4,1.8,1.4,,0:03,-83.0,0.0,14.2,,1:18,-3.0,0.0,7.8
343,Victor Mete\metevi01,MTL,D,0:50,71,,16:34,-3.3,2.8,2.0,,0:18,-13.7,2.7,0.0,,0:53,-0.5,0.9,4.7
344,Zach Hyman\hymanza01,TOR,C,0:41,71,,14:45,1.6,4.0,3.1,,0:15,-3.8,5.0,0.0,,2:16,-5.6,0.4,7.8
345,Alexander Radulov\radulal01,DAL,RW,0:42,70,,16:39,3.8,3.7,2.4,,3:05,0.3,9.0,0.5,,0:01,38.8,0.0,41.4
346,David Backes\backeda01,BOS,C,0:51,70,,11:12,1.4,1.8,1.5,,1:39,-3.5,8.9,2.1,,0:10,8.4,0.0,14.6
347,Derick Brassard\brassde01,TOT,C,0:43,70,,13:19,-3.7,2.1,3.7,,1:35,-3.0,6.9,0.0,,0:05,,0.0,0.0
348,Frederik Gauthier\gauthfr01,TOR,C,0:42,70,,8:08,-6.8,2.5,2.2,,0:01,-12.6,0.0,0.0,,0:11,-0.7,0.0,9.2
349,Jake Virtanen\virtaja01,VAN,RW,0:50,70,,13:33,-0.2,2.2,2.4,,1:14,5.1,4.2,0.0,,0:01,53.4,0.0,0.0
350,Joakim Nordstrom\nordsjo02,BOS,C,0:51,70,,11:43,-4.2,1.9,1.9,,0:06,-16.2,0.0,0.0,,1:38,1.0,0.0,6.8
351,Kyle Brodziak\brodzky01,EDM,C,0:41,70,,9:54,-2.9,1.4,2.8,,0:06,1.0,0.0,0.0,,1:40,-3.2,1.0,8.7
352,Mark Pysyk\pysykma01,FLA,D,0:39,70,,16:28,-2.6,2.7,2.8,,0:03,-4.8,15.6,0.0,,1:44,-10.8,0.5,7.8
353,Mathieu Joseph\josepma01,TBL,RW,0:35,70,,10:27,0.0,3.0,2.8,,0:12,-29.3,4.4,0.0,,0:41,7.6,2.5,1.2
354,Matt Benning\bennima01,EDM,D,0:48,70,,13:08,0.5,3.0,2.5,,0:33,-4.1,3.0,1.5,,1:14,6.7,2.8,8.3
355,Nikita Zadorov\zadorni01,COL,D,0:56,70,,15:27,0.1,2.7,1.8,,0:04,12.1,0.0,0.0,,1:40,1.4,1.5,9.1
356,Robert Thomas\thomaro01,STL,C,0:38,70,,11:39,-0.1,2.6,2.6,,1:16,0.7,8.1,1.3,,0:08,-3.6,0.0,13.0
357,Thomas Chabot\chaboth01,OTT,D,0:36,70,,20:45,6.1,3.6,4.1,,2:56,5.2,7.6,0.9,,0:35,3.8,4.3,4.3
358,Tyson Jost\jostty01,COL,C,0:39,70,,10:56,-1.6,2.4,2.4,,2:03,-2.7,4.9,0.4,,0:00,,0.0,0.0
359,Victor Hedman\hedmavi01,TBL,D,0:47,70,,17:20,1.0,3.7,2.8,,3:18,0.8,11.6,0.3,,2:08,4.5,2.4,5.3
360,Zack Smith\smithza01,OTT,C,0:37,70,,14:25,-0.8,2.1,2.7,,0:06,-22.3,0.0,0.0,,1:49,0.1,1.4,6.6
361,Andrew Copp\coppan01,WPG,C,0:45,69,,10:44,3.0,3.1,1.5,,0:03,12.7,0.0,0.0,,1:21,-0.3,0.6,8.3
362,Ben Hutton\huttobe01,VAN,D,0:46,69,,18:12,-2.7,2.0,3.0,,1:51,2.4,5.2,1.4,,2:17,5.4,0.7,6.2
363,Brock Boeser\boesebr01,VAN,RW,0:44,69,,15:35,5.4,3.3,3.3,,3:32,6.0,6.6,0.7,,0:01,35.3,8.2,0.0
364,Jaden Schwartz\schwaja01,STL,C,0:44,69,,15:17,4.0,2.5,2.6,,2:15,-1.9,5.4,1.2,,0:34,3.4,0.0,4.1
365,Nico Hischier\hischni01,NJD,C,0:51,69,,14:32,4.9,3.3,3.1,,2:54,1.7,7.1,1.5,,0:39,-5.1,1.1,1.1
366,Patric Hornqvist\hornqpa01,PIT,RW,0:48,69,,12:45,2.2,2.8,2.5,,2:42,5.9,11.0,2.4,,0:00,,0.0,0.0
367,Rickard Rakell\rakelri01,ANA,RW,0:42,69,,15:34,2.3,2.5,3.1,,2:26,6.6,7.6,1.0,,0:26,4.1,0.0,4.1
368,T.J. Oshie\oshietj01,WSH,C/RW,0:39,69,,14:40,2.1,3.4,3.0,,3:21,6.0,9.3,0.8,,0:35,10.3,1.5,10.2
369,Travis Hamonic\hamontr01,CGY,D,0:33,69,,17:48,-1.4,3.5,2.9,,0:12,-19.6,4.0,4.0,,2:51,-8.0,3.1,6.4
370,Vladimir Sobotka\sobotvl01,BUF,C,0:53,69,,12:08,-6.9,1.6,3.2,,0:09,11.4,0.0,0.0,,1:53,0.7,0.9,6.0
371,Auston Matthews\matthau01,TOR,C,0:36,68,,15:57,1.4,3.6,3.9,,2:34,4.5,9.3,1.4,,0:01,,0.0,0.0
372,Brendan Perlini\perlibr01,TOT,LW,0:39,68,,10:45,3.4,1.7,2.4,,0:44,-2.0,6.4,2.5,,0:06,,,
373,Evgeni Malkin\malkiev01,PIT,C,0:57,68,,15:21,0.7,3.0,3.7,,3:23,6.2,9.9,3.0,,0:03,-2.1,0.0,23.2
374,Jake Debrusk\debruja01,BOS,LW,0:47,68,,13:16,4.3,2.9,2.3,,2:39,-0.9,10.3,2.0,,0:13,11.7,0.0,7.5
375,Josh Archibald\archijo01,ARI,RW,0:43,68,,11:54,-6.3,2.5,2.5,,0:03,-25.5,0.0,0.0,,1:36,-6.3,0.5,5.3
376,Ryan Carpenter\carpery01,VEG,C,0:45,68,,11:10,3.9,2.3,3.0,,0:12,2.3,0.0,0.0,,1:15,-1.0,2.1,8.5
377,Tomas Nosek\nosekto01,VEG,C,0:47,68,,10:21,1.3,2.1,3.2,,0:23,-2.1,2.0,0.0,,1:42,-10.3,1.0,5.2
378,Anthony Mantha\manthan01,DET,RW,0:41,67,,15:27,10.4,2.8,3.1,,2:21,-0.4,7.6,0.8,,0:00,35.5,0.0,0.0
379,Dion Phaneuf\phanedi01,LAK,D,0:29,67,,13:36,1.1,2.1,3.3,,0:38,-7.1,1.4,1.4,,0:44,5.7,0.0,9.1
380,Jason Dickinson\dickija01,DAL,C,0:32,67,,11:48,-1.5,2.4,1.7,,0:06,0.3,0.0,0.0,,1:28,-2.2,0.0,5.5
381,Matt Martin\martima02,NYI,LW,0:34,67,,11:10,-2.3,1.9,1.5,,0:02,-19.7,0.0,0.0,,0:13,7.1,0.0,8.7
382,Michael Raffl\rafflmi01,PHI,LW,0:45,67,,10:24,-2.7,2.5,2.8,,0:04,14.3,0.0,0.0,,0:55,3.7,1.8,4.5
383,Ryan Getzlaf\getzlry01,ANA,C,0:42,67,,16:08,5.0,2.8,3.6,,2:41,-0.6,4.3,1.7,,0:37,-2.7,0.0,5.8
384,Tobias Rieder\riedeto01,EDM,C,0:42,67,,10:57,-3.0,0.9,1.6,,0:21,-10.5,4.9,0.0,,1:19,-1.1,0.0,8.1
385,Brad Richardson\richabr02,ARI,C,0:29,66,,13:10,-0.2,2.3,2.5,,0:15,1.2,0.0,3.6,,2:32,-3.3,3.5,3.1
386,Brett Howden\howdebr01,NYR,C,0:44,66,,12:18,-3.9,2.5,3.6,,1:22,1.1,4.0,0.0,,1:15,-1.8,0.0,5.8
387,David Pastrnak\pastrda01,BOS,RW,0:43,66,,15:20,4.1,3.7,2.9,,3:22,6.9,12.2,2.2,,0:02,4.8,0.0,31.6
388,J.T. Compher\comphj.01,COL,LW,0:48,66,,12:28,-4.1,2.6,3.3,,3:06,3.9,8.5,0.6,,1:53,-1.7,1.4,7.2
389,James van Riemsdyk\vanrija01,PHI,LW,0:36,66,,13:49,-0.3,3.3,3.6,,2:46,-4.1,7.3,2.0,,0:00,-14.7,0.0,0.0
390,Jesper Fast\fastje01,NYR,RW,0:36,66,,13:52,1.2,2.4,2.6,,0:07,-17.0,0.0,0.0,,1:43,0.7,0.5,6.3
391,Matt Grzelcyk\grzelma01,BOS,D,0:48,66,,16:50,-1.9,2.3,1.7,,1:33,-1.6,8.7,1.2,,0:43,7.9,1.3,3.8
392,Max Pacioretty\pacioma01,VEG,LW,0:45,66,,14:13,-1.9,2.6,3.3,,2:31,1.3,5.9,0.7,,0:14,-8.8,0.0,7.4
393,Adam Erne\ernead01,TBL,LW,0:49,65,,9:44,-3.0,2.7,1.9,,0:30,-4.5,7.5,0.0,,0:17,12.9,3.2,3.2
394,Alex Steen\steenal01,STL,C,0:37,65,,12:36,0.6,2.4,2.3,,1:16,0.6,8.0,1.5,,1:57,-4.1,0.9,5.4
395,Antoine Roussel\roussan01,VAN,LW,0:27,65,,12:49,0.8,2.7,2.5,,0:03,-27.4,16.2,0.0,,0:52,2.0,0.0,11.0
396,Colin Miller\milleco02,VEG,D,0:41,65,,16:40,3.0,2.4,2.7,,2:22,-1.3,6.6,0.0,,0:35,16.2,6.2,1.6
397,Colin Wilson\wilsoco01,COL,C,0:42,65,,11:28,-2.1,2.3,2.7,,2:04,3.0,7.6,0.4,,0:00,-13.0,0.0,0.0
398,Kris Letang\letankr01,PIT,D,0:45,65,,20:33,6.8,3.7,2.8,,3:13,-4.8,8.6,3.0,,2:11,1.6,2.2,5.6
399,Michael Frolik\frolimi01,CGY,LW,0:44,65,,12:42,2.6,3.6,2.0,,0:05,-6.2,0.0,9.2,,0:34,-0.7,3.3,11.4
400,Par Lindholm\lindhpa01,TOT,C,0:56,65,,9:41,-5.7,2.4,1.9,,0:04,-39.5,0.0,0.0,,1:35,-0.9,0.0,7.8
401,Patrice Bergeron\bergepa01,BOS,C,0:35,65,,13:30,6.1,4.3,2.8,,3:15,13.4,12.4,1.7,,1:41,4.9,3.8,7.6
402,Tage Thompson\thompta01,BUF,C,0:51,65,,11:14,-2.2,1.3,3.0,,0:51,-7.6,2.2,2.2,,0:01,7.7,0.0,0.0
403,Zach Bogosian\bogosza01,BUF,D,0:45,65,,18:37,-1.3,2.6,3.0,,0:15,-6.7,3.9,0.0,,2:45,-5.9,0.7,6.7
404,Brian Gibbons\gibbobr02,TOT,C,0:34,64,,10:06,-3.4,1.9,3.1,,0:02,-16.1,0.0,0.0,,0:46,0.7,0.0,16.4
405,Chandler Stephenson\stephch02,WSH,C,0:40,64,,10:20,-3.7,1.3,2.6,,0:00,-36.3,0.0,0.0,,1:45,-0.2,0.5,5.8
406,Filip Forsberg\forsbfi01,NSH,C,0:40,64,,14:32,5.7,3.7,3.1,,3:01,0.6,4.3,1.2,,1:02,12.2,1.8,3.6
407,Ilya Kovalchuk\kovalil01,LAK,LW,0:40,64,,13:26,-2.2,2.1,3.5,,2:47,-0.2,6.1,2.4,,0:00,,,
408,Joel Edmundson\edmunjo01,STL,D,0:33,64,,17:10,-1.5,2.7,2.4,,0:07,-1.7,0.0,0.0,,2:04,0.7,0.9,7.9
409,John Klingberg\klingjo01,DAL,D,0:46,64,,20:47,5.9,2.6,2.2,,2:58,0.3,8.4,0.6,,0:45,-0.3,0.0,11.1
410,MacKenzie Weegar\weegama01,FLA,D,0:34,64,,15:13,3.0,2.3,2.5,,0:17,3.6,6.8,0.0,,1:26,-6.3,0.6,4.5
411,Matthew Nieto\nietoma01,COL,LW,0:39,64,,11:04,1.7,2.6,2.9,,0:03,12.4,8.6,0.0,,2:37,1.5,2.2,6.1
412,Nic Dowd\dowdni01,WSH,C,0:46,64,,8:37,-0.9,2.8,2.0,,0:00,-34.4,0.0,0.0,,1:39,-0.1,0.6,6.2
413,Nick Bjugstad\bjugsni01,TOT,C,0:34,64,,13:34,1.0,2.4,1.9,,1:29,-3.3,8.4,1.1,,0:02,,,
414,Ondrej Palat\palaton01,TBL,LW,0:42,64,,12:44,0.6,2.9,2.6,,1:59,5.7,10.7,0.0,,0:09,-12.5,0.0,0.0
415,Pavel Buchnevich\buchnpa01,NYR,LW,0:39,64,,13:13,2.2,2.6,3.2,,1:57,-4.7,8.6,1.4,,0:00,,0.0,0.0
416,Sven Andrighetto\andrisv01,COL,RW,0:42,64,,9:42,-0.5,2.6,1.6,,1:14,-0.3,1.4,1.4,,0:07,14.2,0.0,16.9
417,Thomas Vanek\vanekth01,DET,LW,0:43,64,,11:31,-2.1,2.8,3.6,,2:34,2.0,7.6,1.1,,0:00,11.3,0.0,61.0
418,Torey Krug\krugto01,BOS,D,0:38,64,,17:22,3.5,2.8,2.3,,3:42,3.3,10.9,2.8,,0:12,3.6,0.0,16.9
419,Travis Dermott\dermotr01,TOR,D,0:44,64,,16:07,5.2,2.6,2.9,,0:07,-8.4,4.4,0.0,,1:03,-8.6,0.0,2.7
420,Andrew Shaw\shawan01,MTL,C,0:42,63,,13:08,-1.8,4.1,2.9,,2:02,-1.7,3.3,0.0,,0:44,-6.4,0.0,7.7
421,Brendan Lemieux\lemiebr01,TOT,LW,0:43,63,,8:41,-2.2,2.1,2.9,,0:18,-12.2,3.5,3.5,,0:03,,,
422,Brendan Smith\smithbr05,NYR,D,0:47,63,,13:39,1.8,1.6,2.2,,0:02,-5.4,0.0,0.0,,1:36,3.4,0.6,7.1
423,Daniel Sprong\spronda01,TOT,RW,0:32,63,,10:41,0.1,2.2,3.1,,1:15,-5.9,4.8,0.0,,0:00,,,
424,David Kampf\kampfda01,CHI,C,0:33,63,,11:57,-0.8,2.2,2.6,,0:06,12.0,0.0,0.0,,1:51,-3.6,0.0,8.2
425,James Neal\nealja01,CGY,LW,0:43,63,,12:44,-2.5,2.2,2.3,,2:12,2.0,4.3,1.3,,0:00,34.4,0.0,0.0
426,Jordan Weal\wealjo01,TOT,C,0:44,63,,12:23,2.3,1.8,2.7,,1:03,14.1,15.2,0.0,,0:00,,0.0,0.0
427,Kenny Agostino\agostke01,TOT,LW,0:30,63,,11:38,3.5,2.1,2.3,,1:13,-2.8,6.9,0.0,,0:03,-11.5,0.0,0.0
428,Marco Scandella\scandma01,BUF,D,0:41,63,,15:30,-5.6,2.2,3.1,,0:06,11.8,0.0,0.0,,2:00,5.5,0.5,6.2
429,Miles Wood\woodmi01,NJD,LW,0:41,63,,12:28,1.9,2.3,3.1,,1:12,-10.9,6.7,0.0,,0:00,-17.9,0.0,0.0
430,Nikolay Goldobin\goldoni01,VAN,LW,0:28,63,,12:23,2.9,2.5,2.8,,2:33,-9.9,5.5,2.2,,0:02,35.2,9.0,0.0
431,P.K. Subban\subbapk01,NSH,D,0:49,63,,18:30,3.9,2.8,2.7,,2:35,0.1,5.9,0.4,,1:33,-0.2,1.8,7.9
432,Tom Wilson\wilsoto01,WSH,RW,0:49,63,,14:30,-0.4,3.7,3.2,,1:23,1.6,5.5,0.0,,2:14,-3.6,0.8,6.8
433,Austin Wagner\wagneau01,LAK,LW,0:53,62,,8:52,-0.1,2.5,2.3,,0:03,16.3,0.0,0.0,,0:00,,,
434,Brendan Leipsic\leipsbr01,TOT,LW,0:45,62,,11:59,-2.8,2.2,2.3,,1:47,-2.8,7.6,2.5,,0:00,,,
435,Carter Rowney\rowneca01,ANA,RW,0:34,62,,10:34,1.5,1.9,2.0,,0:04,-16.1,0.0,0.0,,1:54,-2.5,0.5,4.1
436,Dan Girardi\girarda01,TBL,D,0:49,62,,15:30,-1.6,3.2,3.1,,0:01,-84.4,0.0,0.0,,2:15,2.1,1.7,4.8
437,Derrick Pouliot\poulide01,VAN,D,0:42,62,,15:53,2.9,2.8,2.8,,1:09,-1.6,2.5,1.7,,0:06,-14.7,0.0,0.0
438,Jake Gardiner\gardija01,TOR,D,1:04,62,,19:13,1.9,3.4,2.3,,1:51,-6.8,4.9,2.0,,0:07,12.8,0.0,0.0
439,Michael Rasmussen\rasmumi01,DET,C,0:38,62,,10:16,-0.9,2.1,2.6,,1:47,-1.6,5.9,1.1,,0:00,-13.4,0.0,0.0
440,Nikolaj Ehlers\ehlerni01,WPG,LW,0:47,62,,14:26,3.0,2.7,2.5,,1:18,-3.3,6.7,0.7,,0:00,,0.0,0.0
441,Yannick Weber\weberya01,NSH,D,0:43,62,,11:29,-0.5,2.4,1.9,,0:04,-35.6,0.0,12.9,,0:20,12.6,2.7,8.2
442,Zdeno Chara\charazd01,BOS,D,0:37,62,,17:56,1.3,3.2,2.2,,0:04,17.8,36.4,0.0,,3:02,-1.3,1.0,9.6
443,Anthony DeAngelo\deangan01,NYR,D,0:36,61,,17:14,1.7,3.3,3.0,,1:55,2.0,6.7,0.0,,0:10,-5.4,0.0,5.8
444,Brandon Dubinsky\dubinbr01,CBJ,C,0:32,61,,10:58,-5.9,1.7,3.2,,0:04,-44.9,0.0,0.0,,1:17,-10.8,0.8,3.8
445,Christian Jaros\jarosch01,OTT,D,0:32,61,,13:28,-2.9,1.9,3.0,,0:17,2.9,13.2,0.0,,0:35,-7.2,1.7,13.3
446,Darren Helm\helmda01,DET,C/LW,0:44,61,,12:38,-1.1,2.0,3.0,,0:03,15.9,0.0,0.0,,1:52,4.9,1.0,13.1
447,John Moore\moorejo01,BOS,D,0:43,61,,16:12,-5.0,2.1,2.3,,0:24,-4.8,7.2,2.4,,2:09,-9.3,1.8,5.5
448,Nate Schmidt\schmina01,VEG,D,0:35,61,,18:37,-5.4,3.7,2.7,,1:49,-1.8,7.6,1.0,,1:29,8.7,2.6,7.3
449,Nick Holden\holdeni01,VEG,D,0:49,61,,16:27,1.8,2.7,2.6,,0:05,-16.6,0.0,0.0,,1:44,12.7,2.3,3.4
450,Oscar Fantenberg\fanteos01,TOT,D,0:46,61,,14:34,-2.0,2.7,1.4,,0:14,-6.1,0.0,0.0,,1:10,3.1,0.0,5.3
451,Oscar Klefbom\klefbos01,EDM,D,0:44,61,,19:31,2.3,2.1,2.7,,2:39,7.2,7.8,1.1,,1:47,-0.8,1.6,9.3
452,Pavel Zacha\zachapa01,NJD,C,0:39,61,,12:12,-0.8,2.5,3.2,,1:41,-5.2,7.1,0.5,,2:10,-0.2,1.3,4.4
453,Alec Martinez\martial01,LAK,D,0:31,60,,18:15,-1.0,2.8,2.9,,1:12,6.9,1.7,0.8,,1:53,-1.0,0.0,5.6
454,Christoffer Ehn\ehnch01,DET,C,0:32,60,,9:49,-7.3,1.3,1.9,,0:00,-84.3,0.0,55.4,,0:46,1.9,1.3,7.8
455,Jacob de La Rose\delarja01,DET,LW,0:42,60,,9:55,-4.9,1.9,3.2,,0:04,2.1,0.0,0.0,,1:26,-4.8,0.0,5.5
456,Jujhar Khaira\khairju01,EDM,LW,0:39,60,,11:01,-1.9,2.0,3.1,,0:23,-10.4,2.5,7.6,,1:09,1.8,2.6,8.7
457,Nick Ritchie\ritchni01,ANA,LW,0:47,60,,12:39,0.7,2.8,2.2,,1:48,-1.9,7.7,1.1,,0:32,7.9,1.9,3.8
458,Olli Maatta\maattol01,PIT,D,0:39,60,,15:45,-4.3,2.9,2.4,,0:48,3.5,5.7,1.9,,2:01,4.5,1.5,5.4
459,Ryan Kesler\keslery01,ANA,C,0:28,60,,12:30,-5.1,1.2,2.2,,1:43,-3.2,4.0,3.4,,2:15,-5.5,0.0,10.7
460,Zach Sanford\sanfoza01,STL,LW,0:42,60,,11:51,-0.4,2.5,1.8,,0:10,-10.1,5.9,5.9,,0:32,-3.0,0.0,3.7
461,Cam Fowler\fowleca01,ANA,D,0:40,59,,19:21,-2.6,2.1,2.6,,2:30,6.9,7.1,2.0,,1:30,-1.2,0.0,5.4
462,Colton Sceviour\scevico01,FLA,C/RW,0:39,59,,10:13,-2.8,2.4,2.6,,0:02,-45.6,17.3,0.0,,2:01,4.5,0.0,6.0
463,Jake McCabe\mccabja01,BUF,D,0:35,59,,16:41,-2.5,2.3,2.7,,0:06,-28.6,0.0,0.0,,2:08,-3.2,0.9,7.6
464,Josh Morrissey\morrijo04,WPG,D,0:46,59,,17:50,0.8,3.3,2.9,,1:45,-1.4,8.7,0.6,,2:48,-2.2,1.4,8.0
465,Pontus Aberg\abergpo01,TOT,LW,0:38,59,,12:30,7.4,2.9,3.7,,2:04,-0.9,5.5,2.3,,0:00,-10.2,0.0,0.0
466,Robert Bortuzzo\borturo01,STL,D,0:43,59,,13:05,2.1,3.1,2.4,,0:02,12.0,0.0,0.0,,2:20,-1.4,0.4,3.8
467,Carl Hagelin\hagelca01,TOT,LW,0:37,58,,12:43,6.4,2.2,2.7,,0:02,18.6,0.0,0.0,,1:57,5.3,0.0,6.7
468,Erik Cernak\cernaer01,TBL,D,0:38,58,,16:47,-1.3,3.6,2.3,,0:05,-13.8,24.4,0.0,,2:22,-0.1,2.2,1.7
469,Joel Eriksson Ek\eriksjo02,MIN,C,0:26,58,,11:58,0.7,2.2,2.8,,0:09,-9.5,3.5,0.0,,1:22,-3.3,0.0,7.6
470,Marcus Johansson\johanma03,TOT,C/W,0:49,58,,13:24,-4.4,2.0,2.5,,2:29,-14.6,4.0,0.0,,0:01,,,
471,Roope Hintz\hintzro01,DAL,LW,0:35,58,,12:01,-0.6,1.8,2.7,,1:45,-2.7,5.6,0.6,,0:16,5.8,0.0,7.7
472,Shea Weber\webersh01,MTL,D,0:53,58,,18:07,-1.8,3.1,2.2,,2:32,-5.7,5.3,0.8,,2:48,0.6,0.7,5.9
473,Viktor Arvidsson\arvidvi01,NSH,LW,0:41,58,,14:57,4.7,4.0,3.3,,2:54,5.6,5.3,0.7,,1:16,6.9,2.4,4.0
474,Brett Kulak\kulakbr01,MTL,D,0:44,57,,17:21,2.2,3.2,2.5,,0:02,-18.7,0.0,0.0,,0:26,-6.3,2.4,11.8
475,Dan Hamhuis\hamhuda01,NSH,D,0:37,57,,14:20,-3.9,1.9,2.1,,0:01,-85.9,0.0,0.0,,1:40,-8.7,0.6,4.4
476,David Perron\perroda01,STL,LW,0:41,57,,14:43,0.6,2.8,2.4,,2:20,-3.8,8.6,1.4,,0:01,-12.8,0.0,0.0
477,Dmitry Kulikov\kulikdm01,WPG,D,1:02,57,,14:35,-1.7,2.5,2.3,,0:05,15.5,0.0,0.0,,1:00,3.8,1.0,5.2
478,Drew Stafford\staffdr01,NJD,RW,0:28,57,,11:20,-1.7,1.9,2.4,,0:53,-8.6,5.5,1.1,,0:02,-17.9,0.0,0.0
479,Jamie Oleksiak\oleksja01,TOT,D,0:31,57,,14:16,3.8,1.4,1.4,,0:04,,0.0,0.0,,0:22,23.2,0.0,0.0
480,Jay Beagle\beaglja01,VAN,RW/C,0:42,57,,10:56,-9.3,1.9,2.9,,0:02,13.8,0.0,0.0,,2:40,-0.4,0.8,6.7
481,Joel Armia\armiajo01,MTL,RW,0:42,57,,12:29,-1.3,2.4,2.4,,1:44,-3.5,6.0,0.6,,1:33,7.8,0.7,5.4
482,Jonathon Merrill\merrijo01,VEG,D,0:49,57,,16:28,4.1,2.7,2.1,,0:10,-17.1,0.0,0.0,,1:13,15.8,5.2,5.2
483,Mike Reilly\reillmi01,MTL,D,0:44,57,,16:45,1.3,2.8,2.7,,1:24,4.3,2.2,0.7,,0:30,5.1,0.0,6.2
484,Valeri Nichushkin\nichuva01,DAL,RW,0:38,57,,11:16,0.9,1.9,2.3,,0:20,-9.0,6.2,0.0,,0:18,16.8,3.6,3.6
485,Adam Gaudette\gaudead01,VAN,C,0:40,56,,9:34,-2.4,1.9,2.7,,1:22,-5.2,5.5,0.8,,0:00,,0.0,0.0
486,Alexander Edler\edleral01,VAN,D,0:45,56,,18:47,0.7,2.8,2.6,,3:07,1.0,8.1,0.7,,2:39,-6.1,0.4,5.4
487,Chris Kunitz\kunitch01,CHI,LW,0:36,56,,8:47,0.4,1.8,2.7,,0:12,-7.5,0.0,0.0,,0:03,-11.3,0.0,19.0
488,Derek Grant\grantde01,TOT,C,0:39,56,,9:57,0.9,2.0,3.8,,0:05,-84.0,0.0,0.0,,1:38,-0.6,1.9,5.6
489,J.T. Brown\brownjt01,MIN,RW,0:46,56,,8:55,-3.7,2.1,2.1,,0:00,14.7,0.0,0.0,,0:13,13.3,0.0,9.4
490,Maxime Lajoie\lajoima01,OTT,D,0:36,56,,15:24,-5.1,1.7,3.3,,1:38,-4.3,6.5,2.0,,1:51,1.5,0.0,8.1
491,Paul Byron\byronpa01,MTL,C/LW,0:42,56,,12:06,-2.6,3.5,2.3,,1:04,0.7,5.9,0.0,,1:23,-3.8,2.3,7.6
492,Ryan Donato\donatry01,TOT,C,0:57,56,,11:37,1.3,1.7,2.9,,2:04,1.6,11.4,3.3,,0:00,-16.2,0.0,0.0
493,Ryan Murray\murrary01,CBJ,D,0:43,56,,18:18,-0.2,3.7,2.8,,0:36,-5.8,1.8,0.0,,2:31,-2.8,1.7,5.5
494,Chris Tanev\tanevch01,VAN,D,0:48,55,,16:46,-5.0,2.5,2.4,,0:07,-19.5,0.0,0.0,,3:16,-4.1,0.6,8.1
495,Drake Caggiula\caggidr01,TOT,LW,0:35,55,,13:18,1.8,3.2,2.5,,0:25,-20.0,0.0,32.4,,0:41,-3.2,0.0,12.5
496,Frederick Gaudreau\gaudrfr01,NSH,C,0:44,55,,8:59,2.5,1.6,1.5,,0:01,,0.0,0.0,,0:00,,,
497,Gabriel Bourque\bourqga01,COL,LW,0:40,55,,7:13,-9.3,2.3,2.1,,0:01,12.0,0.0,0.0,,2:30,-0.9,0.9,7.9
498,Kyle Turris\turriky01,NSH,C,0:40,55,,13:25,-1.3,2.2,2.4,,2:14,-2.7,3.9,1.5,,0:01,-16.5,0.0,0.0
499,Oscar Lindberg\lindbos02,TOT,C,0:39,55,,11:54,0.4,2.8,2.6,,0:25,20.4,128.6,0.0,,0:09,8.0,0.0,11.2
500,Vincent Trocheck\trochvi01,FLA,C,0:39,55,,15:34,4.4,2.7,3.0,,2:27,1.4,9.0,2.2,,1:38,2.5,0.7,9.3
501,Austin Czarnik\czarnau01,CGY,C,0:48,54,,9:55,-0.3,2.6,2.5,,1:18,-7.6,2.6,1.7,,0:05,-17.2,0.0,13.2
502,Charlie McAvoy\mcavoch01,BOS,D,0:42,54,,19:17,1.0,3.7,2.8,,1:34,-8.0,4.2,2.8,,1:17,7.0,1.7,2.6
503,Devante Smith-Pelly\smithde06,WSH,RW,0:47,54,,9:09,-3.8,1.7,2.6,,0:02,-2.2,0.0,0.0,,1:39,0.2,0.0,7.3
504,John Hayden\haydejo01,CHI,C,0:38,54,,8:33,-3.3,1.6,3.1,,0:23,-0.2,5.6,0.0,,0:12,-6.8,0.0,19.3
505,Taylor Fedun\fedunta01,DAL,D,0:42,54,,12:39,3.4,1.9,1.7,,0:13,-4.4,10.9,3.6,,0:57,0.7,1.2,3.5
506,William Carrier\carriwi01,VEG,LW,0:41,54,,9:52,2.3,1.6,2.0,,0:03,11.7,0.0,0.0,,0:00,,0.0,0.0
507,William Nylander\nylanwi01,TOR,C,0:43,54,,13:36,5.2,2.7,2.7,,1:51,-7.6,6.0,2.4,,0:02,-16.3,0.0,37.5
508,Brett Ritchie\ritchbr01,DAL,RW,0:33,53,,8:55,-4.6,1.3,2.2,,0:39,-8.8,3.1,0.0,,0:01,-12.4,0.0,0.0
509,Brooks Orpik\orpikbr01,WSH,D,0:39,53,,13:02,-3.9,3.5,3.0,,0:00,-34.9,0.0,0.0,,2:36,-5.3,0.9,8.6
