Rk,Player,Tm,Pos,Shift,GP▼,,TOI,CF% Rel,GF/60,GA/60,,TOI,CF% Rel,GF/60,GA/60,,TOI,CF% Rel,GF/60,GA/60
873,Tyler Lewington\lewinty01,WSH,D,0:31,2,,13:14,13.8,6.8,0.0,,0:00,,,,,0:33,100.0,0.0,0.0
874,Tyrell Goulbourne\goulbty01,PHI,LW,0:32,2,,7:24,0.5,0.0,0.0,,0:00,,,,,0:00,,,
875,Urho Vaakanainen\vaakaur01,BOS,D,0:39,2,,8:39,9.8,0.0,3.5,,0:00,,,,,0:26,-3.6,0.0,0.0
876,Zachary Senyshyn\senysza01,BOS,RW,0:43,2,,11:14,-5.1,2.7,2.7,,0:00,,,,,0:21,-25.0,0.0,85.7
877,Anthony Greco\grecoan01,FLA,RW,0:35,1,,9:30,8.6,0.0,18.9,,0:00,,,,,0:00,,,
878,Anthony Richard\richaan01,NSH,C,0:32,1,,7:22,-18.7,0.0,8.1,,0:00,,,,,0:00,,,
879,Anton Blidh\blidhan01,BOS,LW,0:42,1,,12:20,-16.7,0.0,0.0,,0:00,,,,,1:26,100.0,0.0,0.0
880,Blake Lizotte\lizotbl01,LAK,C,0:45,1,,11:12,28.4,0.0,5.4,,0:00,,,,,0:00,,,
881,Brady Keeper\keepebr01,FLA,D,0:40,1,,12:40,11.8,4.7,0.0,,0:00,,,,,0:00,,,
882,Brandon Gignac\gignabr01,NJD,C,0:48,1,,9:04,0.0,0.0,13.2,,0:00,,,,,0:00,,,
883,Chase De Leo\deleoch01,ANA,C,0:46,1,,12:01,1.7,5.4,0.0,,0:00,,,,,0:31,,0.0,0.0
884,Chris Thorburn\thorbch01,STL,RW,0:37,1,,1:52,-39.8,0.0,0.0,,0:00,,,,,0:00,,,
885,Cory Conacher\conacco01,TBL,LW,0:48,1,,8:26,16.2,0.0,0.0,,0:09,,,,,0:00,,,
886,Curtis Lazar\lazarcu01,CGY,C/RW,0:40,1,,4:48,7.7,0.0,12.5,,0:00,,,,,0:00,,,
887,Dakota Mermis\mermida01,ARI,D,0:41,1,,11:20,5.6,5.3,0.0,,0:00,,,,,0:00,,,
888,Danny O'Regan\oregada01,BUF,C,0:47,1,,11:03,-3.3,0.0,0.0,,0:53,0.0,0.0,0.0,,0:00,,,
889,Dennis Gilbert\gilbede01,CHI,D,0:41,1,,12:46,-0.5,0.0,0.0,,0:00,,,,,0:00,,,
890,Derek MacKenzie\mackede01,FLA,C,0:40,1,,2:43,-11.2,0.0,0.0,,0:00,,,,,0:00,,,
891,Gabriel Carlsson\carlsga01,CBJ,D,0:27,1,,8:22,-12.8,0.0,7.2,,0:00,,,,,0:59,0.0,0.0,0.0
892,Jakub Jerabek\jerabja01,STL,D,0:23,1,,7:25,-7.3,0.0,24.3,,0:02,,0.0,0.0,,0:25,75.0,0.0,0.0
893,Jimmy Schuldt\schulja01,VEG,D,0:59,1,,19:12,-9.3,6.2,9.4,,1:49,33.3,0.0,0.0,,0:02,,,
894,Josh Teves\tevesjo01,VAN,D,0:38,1,,13:40,-13.4,0.0,4.4,,0:00,,,,,0:00,,,
895,Joshua Jacobs\jacobjo01,NJD,D,0:50,1,,14:54,1.3,0.0,4.0,,0:00,,,,,0:00,,,
896,Justin Kloos\kloosju01,ANA,C,0:34,1,,7:04,37.7,0.0,0.0,,0:00,,,,,0:00,,,
897,Laurent Dauphin\dauphla01,ARI,C,0:40,1,,12:19,3.8,0.0,4.9,,0:00,,,,,0:00,,,
898,Mark Friedman\friedma01,PHI,D,0:34,1,,12:33,-1.8,0.0,4.8,,0:00,,,,,0:00,,,
899,Nelson Nogier\nogiene01,WPG,D,0:45,1,,10:06,-4.6,0.0,0.0,,0:00,,,,,0:00,,,
900,Reid Boucher\bouchre01,VAN,C,0:24,1,,5:28,5.2,0.0,0.0,,0:00,,,,,0:00,,,
901,Rem Pitlick\pitlire01,NSH,C,0:41,1,,9:43,-5.4,0.0,0.0,,0:00,,0.0,0.0,,0:00,,,
902,Riley Stillman\stillri01,FLA,D,0:36,1,,11:22,31.3,5.3,5.3,,0:00,,,,,0:00,,,
903,Ryan Poehling\poehlry01,MTL,C,0:31,1,,10:40,20.5,16.9,0.0,,0:00,,,,,0:42,0.0,0.0,0.0
904,Trevor Carrick\carritr01,CAR,D,0:48,1,,11:29,-2.4,0.0,5.2,,0:00,,,,,0:00,,,
905,Vitaly Abramov\abramvi01,OTT,RW,0:30,1,,13:01,-1.8,0.0,9.2,,0:51,-60.0,0.0,70.6,,0:00,,,
906,Zac Dalpe\dalpeza01,CBJ,RW,0:29,1,,9:01,-11.8,6.7,0.0,,0:00,,,,,0:00,,,
